errors	shape		t		lossrate	PM

0	10110000001100101		18		0		35104
1	10110000001100101		15		0.150836		46451
1	10110000001100101		14		0.101559		47539
1	10110000001100101		13		0.0441785		48558
1	10110000001100101		12		0		49505
2	10110000001100101		12		0.168574		49505
2	10110000001100101		11		0.0889572		49707
2	10110000001100101		10		0.0354099		49851
2	10110000001100101		9		0.0120737		49936
2	10110000001100101		8		0.00224078		49975
2	10110000001100101		7		0		49994
3	10110000001100101		9		0.112532		49936
3	10110000001100101		8		0.0500544		49975
3	10110000001100101		7		0.0159185		49994
3	10110000001100101		6		0.00403255		49999
3	10110000001100101		5		0.0007779		50017
3	10110000001100101		4		5.38826e-05		50326
3	10110000001100101		3		0		61503
4	10110000001100101		7		0.103839		49994
4	10110000001100101		6		0.039713		49999
4	10110000001100101		5		0.0120316		50017
4	10110000001100101		4		0.00266671		50326
4	10110000001100101		3		0.000335634		61503
4	10110000001100101		2		2.28882e-05		800888
4	10110000001100101		1		5.72205e-06		57261505
0	1111100011		25		0		35103
1	1111100011		19		0		48800
2	1111100011		17		0.188358		49466
2	1111100011		16		0.142313		49593
2	1111100011		15		0.0989671		49708
2	1111100011		14		0.0311785		49857
2	1111100011		13		0.0162598		49908
2	1111100011		12		0		49958
3	1111100011		13		0.160676		49908
3	1111100011		12		0.0824845		49958
3	1111100011		11		0.0462696		49979
3	1111100011		10		0.022081		49994
3	1111100011		9		0.00627214		50017
3	1111100011		8		0.0014838		50088
3	1111100011		7		0		50368
4	1111100011		11		0.199822		49979
4	1111100011		10		0.126226		49994
4	1111100011		9		0.0702745		50017
4	1111100011		8		0.0324748		50088
4	1111100011		7		0.011656		50368
4	1111100011		6		0.00376183		51682
4	1111100011		5		0.000821233		57723
4	1111100011		4		5.53131e-05		89734
4	1111100011		3		1.43051e-06		476137
4	1111100011		2		0		5416104
0	1111111		28		0		35108
1	1111111		22		0		48359
2	1111111		17		0.14154		49594
2	1111111		16		0.0943041		49708
2	1111111		15		0		49914
3	1111111		14		0.164002		49944
3	1111111		13		0.100964		49960
3	1111111		12		0.0584002		49986
3	1111111		11		0.0325565		50032
3	1111111		10		0.0163684		50167
3	1111111		9		0.00663644		51000
3	1111111		8		0		54165
4	1111111		11		0.155261		50032
4	1111111		10		0.102854		50167
4	1111111		9		0.0641998		51000
4	1111111		8		0.0368064		54165
4	1111111		7		0.0181322		65619
4	1111111		6		0.00794291		112740
4	1111111		5		0.0029254		303614
4	1111111		4		0.000884116		1070289
4	1111111		3		0.000175953		4159103
4	1111111		2		1.81198e-05		16611685
4	1111111		1		0		66494657
0	101001111000101		20		0		35098
1	101001111000101		15		0.16237		46778
1	101001111000101		14		0.101559		47765
1	101001111000101		13		0		49285
2	101001111000101		12		0.170128		49525
2	101001111000101		11		0.0953825		49716
2	101001111000101		10		0.0549049		49814
2	101001111000101		9		0.0260909		49904
2	101001111000101		8		0.00469983		49961
2	101001111000101		7		0		49982
3	101001111000101		9		0.147114		49904
3	101001111000101		8		0.0831597		49961
3	101001111000101		7		0.0370691		49982
3	101001111000101		6		0.0143213		50000
3	101001111000101		5		0.00357229		50055
3	101001111000101		4		0.000562489		50482
3	101001111000101		3		0		56461
4	101001111000101		7		0.153746		49982
4	101001111000101		6		0.0821738		50000
4	101001111000101		5		0.0359481		50055
4	101001111000101		4		0.0116829		50482
4	101001111000101		3		0.00265771		56461
4	101001111000101		2		0.000297964		222213
4	101001111000101		1		1.14441e-05		15896485
0	11111100011		24		0		35096
1	11111100011		17		0		48919
2	11111100011		15		0.170332		49524
2	11111100011		14		0.129219		49630
2	11111100011		13		0.0881062		49731
2	11111100011		12		0.0484722		49829
2	11111100011		11		0.0140724		49913
2	11111100011		10		0.00517929		49946
2	11111100011		9		0		49977
3	11111100011		11		0.152675		49913
3	11111100011		10		0.0889937		49946
3	11111100011		9		0.0442045		49977
3	11111100011		8		0.0230136		50006
3	11111100011		7		0.00945598		50073
3	11111100011		6		0.00153613		50334
3	11111100011		5		5.38826e-05		51541
3	11111100011		4		0		57167
4	11111100011		9		0.18873		49977
4	11111100011		8		0.117879		50006
4	11111100011		7		0.0667906		50073
4	11111100011		6		0.0298831		50334
4	11111100011		5		0.0104087		51541
4	11111100011		4		0.00288689		57167
4	11111100011		3		0.000592053		130804
4	11111100011		2		5.00679e-05		1192495
4	11111100011		1		0		17891755
0	11111111		27		0		35097
1	11111111		20		0		48493
2	11111111		16		0.187788		49469
2	11111111		15		0.134036		49615
2	11111111		14		0.0909936		49715
2	11111111		13		0.0578972		49808
2	11111111		12		0		49934
3	11111111		12		0.180528		49934
3	11111111		11		0.113902		49967
3	11111111		10		0.0678655		50015
3	11111111		9		0.0400115		50125
3	11111111		8		0.0220987		50840
3	11111111		7		0.0111544		53680
3	11111111		6		0.00467634		63944
3	11111111		5		0.0013395		106518
3	11111111		4		0		282705
4	11111111		9		0.15895		50125
4	11111111		8		0.108128		50840
