0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27809	0.72108	0.94816	0.99671	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076236	0.20115	0.44669	0.6606	0.85317	0.93704	0.98806	0.99671	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0.014634	0.047405	0.11871	0.25276	0.39191	0.55907	0.73529	0.83566	0.91715	0.96905	0.98806	0.99671	1	1	1	1	1	1	1
0	0	0	0	0	0	0.0016558	0.0074788	0.022727	0.055253	0.12411	0.20779	0.3162	0.45089	0.59392	0.7111	0.80803	0.88765	0.94312	0.96905	0.98806	0.99671	1	1	1	1	1	1	1	1
0	1.57e-05	0.00029139	0.0017837	0.006628	0.018829	0.04541	0.090056	0.15177	0.23477	0.33874	0.45685	0.56499	0.67688	0.77018	0.85062	0.90888	0.94312	0.96905	0.98806	0.99671	1	1	1	1	1	1	1	1	1
0	0.0016929	0.0078411	0.022538	0.050374	0.093828	0.15413	0.23305	0.32623	0.42317	0.52482	0.63123	0.72483	0.80492	0.86813	0.90888	0.94312	0.96905	0.98806	0.99671	1	1	1	1	1	1	1	1	1	1
0	0.01425	0.039302	0.079731	0.1363	0.20867	0.28913	0.37911	0.475	0.57651	0.66929	0.75304	0.81924	0.86813	0.90888	0.94312	0.96905	0.98806	0.99671	1	1	1	1	1	1	1	1	1	1	1
0	0.049467	0.10079	0.16612	0.24194	0.3257	0.41646	0.51355	0.60565	0.69143	0.76457	0.81924	0.86813	0.90888	0.94312	0.96905	0.98806	0.99671	1	1	1	1	1	1	1	1	1	1	1	1
0	0.11034	0.1826	0.26363	0.34986	0.44299	0.53454	0.62219	0.70034	0.76457	0.81924	0.86813	0.90888	0.94312	0.96905	0.98806	0.99671	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.18978	0.27559	0.36531	0.45648	0.54591	0.62864	0.70034	0.76457	0.81924	0.86813	0.90888	0.94312	0.96905	0.98806	0.99671	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.28071	0.37183	0.46306	0.55006	0.62864	0.70034	0.76457	0.81924	0.86813	0.90888	0.94312	0.96905	0.98806	0.99671	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.37395	0.46508	0.55006	0.62864	0.70034	0.76457	0.81924	0.86813	0.90888	0.94312	0.96905	0.98806	0.99671	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.46508	0.55006	0.62864	0.70034	0.76457	0.81924	0.86813	0.90888	0.94312	0.96905	0.98806	0.99671	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
