0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069501	0.32479	0.67263	0.90666	0.98579	0.99919	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0.0035227	0.019959	0.074761	0.1786	0.35394	0.54333	0.72918	0.8638	0.9456	0.98057	0.99637	0.99919	1	1	1	1	1	1	1	1
0	0	0	0	0	4.7343e-05	0.00046353	0.0024575	0.0098123	0.029445	0.06991	0.14145	0.24377	0.37878	0.52347	0.65982	0.78211	0.87783	0.9332	0.96989	0.98885	0.99637	0.99919	1	1	1	1	1	1	1	1	1
0	1.8288e-05	0.00022127	0.001301	0.005056	0.015099	0.036714	0.075256	0.13609	0.22066	0.32714	0.44156	0.56092	0.67732	0.7773	0.85619	0.91316	0.95259	0.9765	0.98885	0.99637	0.99919	1	1	1	1	1	1	1	1	1	1
0	0.0017448	0.007949	0.022821	0.050993	0.096746	0.162	0.24589	0.34109	0.44606	0.55318	0.65551	0.74586	0.82571	0.88465	0.92891	0.95794	0.9765	0.98885	0.99637	0.99919	1	1	1	1	1	1	1	1	1	1	1
0	0.015926	0.044355	0.08976	0.15329	0.23247	0.32256	0.41957	0.51782	0.61353	0.70317	0.78442	0.84873	0.89745	0.9333	0.95794	0.9765	0.98885	0.99637	0.99919	1	1	1	1	1	1	1	1	1	1	1	1
0	0.057951	0.1177	0.19314	0.2795	0.37236	0.46582	0.55972	0.64965	0.73312	0.80262	0.85907	0.90102	0.9333	0.95794	0.9765	0.98885	0.99637	0.99919	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.13084	0.21563	0.30747	0.40156	0.49462	0.58561	0.6719	0.74701	0.81073	0.86195	0.90102	0.9333	0.95794	0.9765	0.98885	0.99637	0.99919	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.22478	0.32188	0.41854	0.51129	0.60087	0.68188	0.75306	0.81295	0.86195	0.90102	0.9333	0.95794	0.9765	0.98885	0.99637	0.99919	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.3275	0.42676	0.52014	0.60726	0.68603	0.75467	0.81295	0.86195	0.90102	0.9333	0.95794	0.9765	0.98885	0.99637	0.99919	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.42968	0.52322	0.60966	0.68706	0.75467	0.81295	0.86195	0.90102	0.9333	0.95794	0.9765	0.98885	0.99637	0.99919	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.52399	0.61016	0.68706	0.75467	0.81295	0.86195	0.90102	0.9333	0.95794	0.9765	0.98885	0.99637	0.99919	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.61016	0.68706	0.75467	0.81295	0.86195	0.90102	0.9333	0.95794	0.9765	0.98885	0.99637	0.99919	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
