0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42371	0.87489	0.99252	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0.15845	0.3586	0.69725	0.85864	0.97311	0.99252	1	1	1	1	1
0	0	0	0	0	0	0.038615	0.11819	0.25891	0.50011	0.6714	0.82432	0.93892	0.97311	0.99252	1	1	1	1	1	1
0	0	0.0027529	0.019271	0.063323	0.1506	0.30765	0.46441	0.62486	0.77158	0.88841	0.93892	0.97311	0.99252	1	1	1	1	1	1	1
0	0.013765	0.05485	0.1404	0.26052	0.40366	0.55597	0.70089	0.82108	0.88841	0.93892	0.97311	0.99252	1	1	1	1	1	1	1	1
0	0.080867	0.18519	0.31712	0.46369	0.60939	0.73725	0.82108	0.88841	0.93892	0.97311	0.99252	1	1	1	1	1	1	1	1	1
0	0.20376	0.34678	0.49545	0.63345	0.73725	0.82108	0.88841	0.93892	0.97311	0.99252	1	1	1	1	1	1	1	1	1	1
0	0.35737	0.50748	0.63345	0.73725	0.82108	0.88841	0.93892	0.97311	0.99252	1	1	1	1	1	1	1	1	1	1	1
0	0.50748	0.63345	0.73725	0.82108	0.88841	0.93892	0.97311	0.99252	1	1	1	1	1	1	1	1	1	1	1	1
0	0.63345	0.73725	0.82108	0.88841	0.93892	0.97311	0.99252	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.73725	0.82108	0.88841	0.93892	0.97311	0.99252	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.82108	0.88841	0.93892	0.97311	0.99252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.88841	0.93892	0.97311	0.99252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
