0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84097	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73407	0.84097	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63518	0.73407	0.84097	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54827	0.63518	0.73407	0.84097	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46534	0.54827	0.63518	0.73407	0.84097	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0.39036	0.46534	0.54827	0.63518	0.73407	0.84097	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0.31539	0.39036	0.46534	0.54827	0.63518	0.73407	0.84097	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0.24438	0.31539	0.39036	0.46534	0.54827	0.63518	0.73407	0.84097	1	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0.17734	0.24438	0.31539	0.39036	0.46534	0.54827	0.63518	0.73407	0.84097	1	1	1	1	1	1	1	1	1	1
0	0	0	0	0.11427	0.17734	0.24438	0.31539	0.39036	0.46534	0.54827	0.63518	0.73407	0.84097	1	1	1	1	1	1	1	1	1	1	1
0	0	0.055158	0.11427	0.17734	0.24438	0.31539	0.39036	0.46534	0.54827	0.63518	0.73407	0.84097	1	1	1	1	1	1	1	1	1	1	1	1
0	0.055158	0.11427	0.17734	0.24438	0.31539	0.39036	0.46534	0.54827	0.63518	0.73407	0.84097	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.11427	0.17734	0.24438	0.31539	0.39036	0.46534	0.54827	0.63518	0.73407	0.84097	1	1	1	1	1	1	1	1	1	1	1	1	1	1
