0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8651	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75278	0.8651	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65406	0.75278	0.8651	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55986	0.65406	0.75278	0.8651	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0.4747	0.55986	0.65406	0.75278	0.8651	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0.38954	0.4747	0.55986	0.65406	0.75278	0.8651	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0.3089	0.38954	0.4747	0.55986	0.65406	0.75278	0.8651	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0.23276	0.3089	0.38954	0.4747	0.55986	0.65406	0.75278	0.8651	1	1	1	1	1	1	1	1	1
0	0	0	0	0	0.16112	0.23276	0.3089	0.38954	0.4747	0.55986	0.65406	0.75278	0.8651	1	1	1	1	1	1	1	1	1	1
0	0	0	0.093974	0.16112	0.23276	0.3089	0.38954	0.4747	0.55986	0.65406	0.75278	0.8651	1	1	1	1	1	1	1	1	1	1	1
0	0.031325	0.093974	0.16112	0.23276	0.3089	0.38954	0.4747	0.55986	0.65406	0.75278	0.8651	1	1	1	1	1	1	1	1	1	1	1	1
0	0.093974	0.16112	0.23276	0.3089	0.38954	0.4747	0.55986	0.65406	0.75278	0.8651	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.16112	0.23276	0.3089	0.38954	0.4747	0.55986	0.65406	0.75278	0.8651	1	1	1	1	1	1	1	1	1	1	1	1	1	1
