0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25187	0.70532	0.94984	0.99727	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0.056032	0.17042	0.42221	0.64129	0.8535	0.94135	0.98933	0.99727	1	1	1	1	1	1
0	0	0	0	0	0	0.0063148	0.028794	0.083429	0.20617	0.35599	0.53587	0.72005	0.83553	0.92236	0.97429	0.98933	0.99727	1	1	1	1	1	1	1
0	4.9998e-05	0.0010392	0.0065835	0.024423	0.069507	0.14743	0.26044	0.40443	0.56391	0.69087	0.80306	0.8914	0.94951	0.97429	0.98933	0.99727	1	1	1	1	1	1	1	1
0	0.0063781	0.028041	0.074564	0.15187	0.26074	0.39379	0.52266	0.64447	0.75549	0.84725	0.91323	0.94951	0.97429	0.98933	0.99727	1	1	1	1	1	1	1	1	1
0	0.046454	0.11721	0.21795	0.33605	0.46043	0.58133	0.69264	0.78914	0.86422	0.91323	0.94951	0.97429	0.98933	0.99727	1	1	1	1	1	1	1	1	1	1
0	0.13848	0.25195	0.37537	0.49866	0.61471	0.71679	0.80171	0.86422	0.91323	0.94951	0.97429	0.98933	0.99727	1	1	1	1	1	1	1	1	1	1	1
0	0.26494	0.39422	0.51828	0.63035	0.72538	0.80171	0.86422	0.91323	0.94951	0.97429	0.98933	0.99727	1	1	1	1	1	1	1	1	1	1	1	1
0	0.4007	0.52597	0.63537	0.72538	0.80171	0.86422	0.91323	0.94951	0.97429	0.98933	0.99727	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.52762	0.63537	0.72538	0.80171	0.86422	0.91323	0.94951	0.97429	0.98933	0.99727	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.63537	0.72538	0.80171	0.86422	0.91323	0.94951	0.97429	0.98933	0.99727	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.72538	0.80171	0.86422	0.91323	0.94951	0.97429	0.98933	0.99727	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.80171	0.86422	0.91323	0.94951	0.97429	0.98933	0.99727	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
