0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45783	0.88594	0.99306	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0.19196	0.39809	0.72842	0.87281	0.9764	0.99306	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0.064748	0.15809	0.3126	0.5565	0.70831	0.84547	0.94906	0.9764	0.99306	1	1	1	1	1	1
0	0	0	0	0	0.012767	0.045396	0.10835	0.21634	0.39162	0.53043	0.6723	0.80395	0.90871	0.94906	0.9764	0.99306	1	1	1	1	1	1	1
0	0.00037047	0.004723	0.020509	0.056693	0.12464	0.24056	0.36056	0.48826	0.62135	0.74849	0.85507	0.90871	0.94906	0.9764	0.99306	1	1	1	1	1	1	1	1
0	0.013064	0.046148	0.11161	0.20242	0.31141	0.43117	0.55629	0.6796	0.78839	0.85507	0.90871	0.94906	0.9764	0.99306	1	1	1	1	1	1	1	1	1
0	0.064638	0.14414	0.24441	0.35752	0.47855	0.59829	0.70927	0.78839	0.85507	0.90871	0.94906	0.9764	0.99306	1	1	1	1	1	1	1	1	1	1
0	0.15805	0.2672	0.3854	0.50587	0.61868	0.70927	0.78839	0.85507	0.90871	0.94906	0.9764	0.99306	1	1	1	1	1	1	1	1	1	1	1
0	0.2764	0.39883	0.51782	0.61868	0.70927	0.78839	0.85507	0.90871	0.94906	0.9764	0.99306	1	1	1	1	1	1	1	1	1	1	1	1
0	0.40277	0.51782	0.61868	0.70927	0.78839	0.85507	0.90871	0.94906	0.9764	0.99306	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.51782	0.61868	0.70927	0.78839	0.85507	0.90871	0.94906	0.9764	0.99306	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.61868	0.70927	0.78839	0.85507	0.90871	0.94906	0.9764	0.99306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.70927	0.78839	0.85507	0.90871	0.94906	0.9764	0.99306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
