0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87243	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76792	0.87243	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6468	0.76792	0.87243	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55881	0.6468	0.76792	0.87243	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47742	0.55881	0.6468	0.76792	0.87243	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40588	0.47742	0.55881	0.6468	0.76792	0.87243	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0.33762	0.40588	0.47742	0.55881	0.6468	0.76792	0.87243	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0.27591	0.33762	0.40588	0.47742	0.55881	0.6468	0.76792	0.87243	1	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0.21419	0.27591	0.33762	0.40588	0.47742	0.55881	0.6468	0.76792	0.87243	1	1	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0.15575	0.21419	0.27591	0.33762	0.40588	0.47742	0.55881	0.6468	0.76792	0.87243	1	1	1	1	1	1	1	1	1	1	1
0	0	0	0	0.10057	0.15575	0.21419	0.27591	0.33762	0.40588	0.47742	0.55881	0.6468	0.76792	0.87243	1	1	1	1	1	1	1	1	1	1	1	1
0	0	0.048656	0.10057	0.15575	0.21419	0.27591	0.33762	0.40588	0.47742	0.55881	0.6468	0.76792	0.87243	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.048656	0.10057	0.15575	0.21419	0.27591	0.33762	0.40588	0.47742	0.55881	0.6468	0.76792	0.87243	1	1	1	1	1	1	1	1	1	1	1	1	1	1
