0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6721	0.96917	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44081	0.65336	0.92406	0.96917	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29828	0.42917	0.61597	0.87044	0.92406	0.96917	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19643	0.28993	0.40894	0.57834	0.79537	0.87044	0.92406	0.96917	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0.11081	0.1878	0.27246	0.3811	0.53219	0.72749	0.79537	0.87044	0.92406	0.96917	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0.060223	0.10513	0.1732	0.25057	0.34793	0.48451	0.65711	0.72749	0.79537	0.87044	0.92406	0.96917	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0.026715	0.055457	0.094812	0.15414	0.22326	0.31225	0.43293	0.58853	0.65711	0.72749	0.79537	0.87044	0.92406	0.96917	1	1	1	1	1	1	1	1	1
0	0	0	0.0075488	0.022842	0.04686	0.080736	0.13182	0.19284	0.27195	0.38128	0.51792	0.58853	0.65711	0.72749	0.79537	0.87044	0.92406	0.96917	1	1	1	1	1	1	1	1	1	1
0	0.003677	0.015098	0.034851	0.063332	0.1064	0.15996	0.2294	0.32528	0.44915	0.51792	0.58853	0.65711	0.72749	0.79537	0.87044	0.92406	0.96917	1	1	1	1	1	1	1	1	1	1	1
0	0.019166	0.043184	0.078498	0.12478	0.18547	0.26829	0.37663	0.44915	0.51792	0.58853	0.65711	0.72749	0.79537	0.87044	0.92406	0.96917	1	1	1	1	1	1	1	1	1	1	1	1
0	0.04824	0.087426	0.13962	0.21065	0.30389	0.37663	0.44915	0.51792	0.58853	0.65711	0.72749	0.79537	0.87044	0.92406	0.96917	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.092188	0.15184	0.23154	0.30389	0.37663	0.44915	0.51792	0.58853	0.65711	0.72749	0.79537	0.87044	0.92406	0.96917	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.1588	0.23154	0.30389	0.37663	0.44915	0.51792	0.58853	0.65711	0.72749	0.79537	0.87044	0.92406	0.96917	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
