0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15154	0.54098	0.86291	0.97987	0.99891	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0.016734	0.070474	0.2115	0.40788	0.63917	0.81032	0.92691	0.9745	0.99517	0.99891	1	1	1	1	1	1	1
0	0	0	0	0.00034978	0.0033434	0.015434	0.051762	0.12334	0.24075	0.39796	0.56016	0.71397	0.83686	0.91309	0.96265	0.987	0.99517	0.99891	1	1	1	1	1	1	1	1
0	0.00037225	0.0033324	0.014699	0.043404	0.099291	0.18914	0.30699	0.44438	0.58557	0.7115	0.81069	0.88822	0.94217	0.97296	0.987	0.99517	0.99891	1	1	1	1	1	1	1	1	1
0	0.012494	0.044483	0.10332	0.19108	0.3037	0.43109	0.55812	0.67048	0.76984	0.85104	0.91146	0.95056	0.97296	0.987	0.99517	0.99891	1	1	1	1	1	1	1	1	1	1
0	0.066034	0.14866	0.25576	0.37665	0.49827	0.61221	0.71381	0.80046	0.86905	0.9181	0.95056	0.97296	0.987	0.99517	0.99891	1	1	1	1	1	1	1	1	1	1	1
0	0.16973	0.28973	0.4141	0.5335	0.64225	0.73578	0.81379	0.8741	0.9181	0.95056	0.97296	0.987	0.99517	0.99891	1	1	1	1	1	1	1	1	1	1	1	1
0	0.30213	0.43149	0.55117	0.65648	0.74488	0.81739	0.8741	0.9181	0.95056	0.97296	0.987	0.99517	0.99891	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.43732	0.55817	0.6618	0.74718	0.81739	0.8741	0.9181	0.95056	0.97296	0.987	0.99517	0.99891	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.55991	0.66292	0.74718	0.81739	0.8741	0.9181	0.95056	0.97296	0.987	0.99517	0.99891	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.66292	0.74718	0.81739	0.8741	0.9181	0.95056	0.97296	0.987	0.99517	0.99891	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.74718	0.81739	0.8741	0.9181	0.95056	0.97296	0.987	0.99517	0.99891	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.81739	0.8741	0.9181	0.95056	0.97296	0.987	0.99517	0.99891	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
