0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66315	0.97342	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42955	0.64371	0.92945	0.97342	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0.26221	0.41396	0.6088	0.86878	0.92945	0.97342	1	1	1	1	1
0	0	0	0	0	0	0	0	0.13868	0.24811	0.38426	0.55992	0.79431	0.86878	0.92945	0.97342	1	1	1	1	1	1
0	0	0	0	0	0.056409	0.12618	0.22225	0.34288	0.49953	0.70879	0.79431	0.86878	0.92945	0.97342	1	1	1	1	1	1	1
0	0	0.011195	0.044781	0.10206	0.18477	0.29203	0.42994	0.61456	0.70879	0.79431	0.86878	0.92945	0.97342	1	1	1	1	1	1	1	1
0	0.02239	0.067173	0.13652	0.23042	0.35323	0.51378	0.61456	0.70879	0.79431	0.86878	0.92945	0.97342	1	1	1	1	1	1	1	1	1
0	0.078372	0.15891	0.26662	0.40842	0.51378	0.61456	0.70879	0.79431	0.86878	0.92945	0.97342	1	1	1	1	1	1	1	1	1	1
0	0.17098	0.29422	0.40842	0.51378	0.61456	0.70879	0.79431	0.86878	0.92945	0.97342	1	1	1	1	1	1	1	1	1	1	1
0	0.29422	0.40842	0.51378	0.61456	0.70879	0.79431	0.86878	0.92945	0.97342	1	1	1	1	1	1	1	1	1	1	1	1
0	0.40842	0.51378	0.61456	0.70879	0.79431	0.86878	0.92945	0.97342	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.51378	0.61456	0.70879	0.79431	0.86878	0.92945	0.97342	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.61456	0.70879	0.79431	0.86878	0.92945	0.97342	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
