0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86463	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75099	0.86463	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64826	0.75099	0.86463	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0.54552	0.64826	0.75099	0.86463	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0.44823	0.54552	0.64826	0.75099	0.86463	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0.35637	0.44823	0.54552	0.64826	0.75099	0.86463	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0.26995	0.35637	0.44823	0.54552	0.64826	0.75099	0.86463	1	1	1	1	1	1	1	1
0	0	0	0	0	0.18895	0.26995	0.35637	0.44823	0.54552	0.64826	0.75099	0.86463	1	1	1	1	1	1	1	1	1
0	0	0	0.11337	0.18895	0.26995	0.35637	0.44823	0.54552	0.64826	0.75099	0.86463	1	1	1	1	1	1	1	1	1	1
0	0.03779	0.11337	0.18895	0.26995	0.35637	0.44823	0.54552	0.64826	0.75099	0.86463	1	1	1	1	1	1	1	1	1	1	1
0	0.11337	0.18895	0.26995	0.35637	0.44823	0.54552	0.64826	0.75099	0.86463	1	1	1	1	1	1	1	1	1	1	1	1
0	0.18895	0.26995	0.35637	0.44823	0.54552	0.64826	0.75099	0.86463	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.26995	0.35637	0.44823	0.54552	0.64826	0.75099	0.86463	1	1	1	1	1	1	1	1	1	1	1	1	1	1
