0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14905	0.5094	0.8359	0.97178	0.99819	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020077	0.074324	0.2091	0.38901	0.61012	0.77574	0.90764	0.96429	0.9919	0.99819	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0.0018411	0.0082063	0.026406	0.072585	0.14468	0.25178	0.39611	0.54459	0.68665	0.80717	0.8892	0.94953	0.98034	0.9919	0.99819	1	1	1	1	1	1	1	1
0	0	0	0	4.0292e-05	0.00038357	0.0017853	0.0060469	0.017578	0.040269	0.081622	0.14393	0.22975	0.33284	0.45003	0.58079	0.69368	0.78357	0.86353	0.92218	0.9628	0.98034	0.9919	0.99819	1	1	1	1	1	1	1	1	1
0	4.3623e-05	0.00038268	0.0017779	0.0058797	0.015372	0.033845	0.066746	0.11452	0.17754	0.25767	0.35303	0.4586	0.57155	0.664	0.75149	0.82918	0.89023	0.93283	0.9628	0.98034	0.9919	0.99819	1	1	1	1	1	1	1	1	1	1
0	0.0016578	0.006763	0.018323	0.040105	0.07391	0.12051	0.18178	0.25626	0.34345	0.43711	0.53566	0.62626	0.71061	0.78872	0.85085	0.89886	0.93283	0.9628	0.98034	0.9919	0.99819	1	1	1	1	1	1	1	1	1	1	1
0	0.011985	0.032298	0.064332	0.10889	0.16642	0.23484	0.31358	0.39789	0.49064	0.57864	0.66373	0.74073	0.80641	0.85789	0.89886	0.93283	0.9628	0.98034	0.9919	0.99819	1	1	1	1	1	1	1	1	1	1	1	1
0	0.040779	0.081886	0.13538	0.19917	0.27088	0.35002	0.43758	0.52333	0.60785	0.68787	0.75499	0.81215	0.85789	0.89886	0.93283	0.9628	0.98034	0.9919	0.99819	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.090582	0.15095	0.21972	0.29433	0.37725	0.46107	0.54511	0.62642	0.69918	0.75959	0.81215	0.85789	0.89886	0.93283	0.9628	0.98034	0.9919	0.99819	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.15775	0.23132	0.31017	0.39234	0.47606	0.55857	0.63494	0.70277	0.75959	0.81215	0.85789	0.89886	0.93283	0.9628	0.98034	0.9919	0.99819	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.23657	0.31748	0.40104	0.48475	0.56448	0.63757	0.70277	0.75959	0.81215	0.85789	0.89886	0.93283	0.9628	0.98034	0.9919	0.99819	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.32028	0.40526	0.48822	0.5662	0.63757	0.70277	0.75959	0.81215	0.85789	0.89886	0.93283	0.9628	0.98034	0.9919	0.99819	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.40642	0.48908	0.5662	0.63757	0.70277	0.75959	0.81215	0.85789	0.89886	0.93283	0.9628	0.98034	0.9919	0.99819	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
