0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42839	0.87188	0.99143	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18691	0.37635	0.71137	0.85821	0.97294	0.99143	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0.06627	0.15639	0.29804	0.54552	0.6926	0.83221	0.94342	0.97294	0.99143	1	1	1	1	1	1
0	0	0	0	0	0	0.015772	0.049349	0.11188	0.21433	0.38789	0.52216	0.65948	0.7925	0.9037	0.94342	0.97294	0.99143	1	1	1	1	1	1	1
0	0	0.0010203	0.0075728	0.026012	0.064361	0.13199	0.24972	0.36091	0.48431	0.61292	0.74028	0.85131	0.9037	0.94342	0.97294	0.99143	1	1	1	1	1	1	1	1
0	0.0054559	0.022876	0.060148	0.13017	0.21846	0.32028	0.4335	0.55403	0.67621	0.78717	0.85131	0.9037	0.94342	0.97294	0.99143	1	1	1	1	1	1	1	1	1
0	0.036111	0.092384	0.1707	0.26481	0.37101	0.48386	0.60113	0.71205	0.78717	0.85131	0.9037	0.94342	0.97294	0.99143	1	1	1	1	1	1	1	1	1	1
0	0.10582	0.19367	0.29482	0.40385	0.51625	0.62687	0.71205	0.78717	0.85131	0.9037	0.94342	0.97294	0.99143	1	1	1	1	1	1	1	1	1	1	1
0	0.20361	0.31103	0.42285	0.53274	0.62687	0.71205	0.78717	0.85131	0.9037	0.94342	0.97294	0.99143	1	1	1	1	1	1	1	1	1	1	1	1
0	0.31728	0.43091	0.53274	0.62687	0.71205	0.78717	0.85131	0.9037	0.94342	0.97294	0.99143	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.43091	0.53274	0.62687	0.71205	0.78717	0.85131	0.9037	0.94342	0.97294	0.99143	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.53274	0.62687	0.71205	0.78717	0.85131	0.9037	0.94342	0.97294	0.99143	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.62687	0.71205	0.78717	0.85131	0.9037	0.94342	0.97294	0.99143	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
