0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15425	0.52984	0.85611	0.97911	0.99895	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0.012231	0.060933	0.19345	0.38799	0.62424	0.80108	0.92455	0.97385	0.99525	0.99895	1	1	1	1	1	1	1
0	0	0	0.0001809	0.0020299	0.011184	0.041378	0.10673	0.21848	0.37545	0.54126	0.70185	0.83046	0.91014	0.96147	0.98719	0.99525	0.99895	1	1	1	1	1	1	1	1
0	0.0011196	0.0080853	0.030105	0.078435	0.16192	0.2781	0.41773	0.56498	0.69878	0.8024	0.88367	0.93986	0.97238	0.98719	0.99525	0.99895	1	1	1	1	1	1	1	1	1
0	0.023011	0.072565	0.15456	0.26604	0.39713	0.53201	0.65369	0.75801	0.84357	0.90706	0.9486	0.97238	0.98719	0.99525	0.99895	1	1	1	1	1	1	1	1	1	1
0	0.098584	0.20496	0.33107	0.46197	0.58645	0.69659	0.78854	0.8613	0.91383	0.9486	0.97238	0.98719	0.99525	0.99895	1	1	1	1	1	1	1	1	1	1	1
0	0.22583	0.36166	0.49406	0.61435	0.7177	0.80123	0.8663	0.91383	0.9486	0.97238	0.98719	0.99525	0.99895	1	1	1	1	1	1	1	1	1	1	1	1
0	0.37225	0.50778	0.62674	0.72589	0.80464	0.8663	0.91383	0.9486	0.97238	0.98719	0.99525	0.99895	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.51187	0.63076	0.72788	0.80464	0.8663	0.91383	0.9486	0.97238	0.98719	0.99525	0.99895	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.63141	0.72788	0.80464	0.8663	0.91383	0.9486	0.97238	0.98719	0.99525	0.99895	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.72788	0.80464	0.8663	0.91383	0.9486	0.97238	0.98719	0.99525	0.99895	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.80464	0.8663	0.91383	0.9486	0.97238	0.98719	0.99525	0.99895	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.8663	0.91383	0.9486	0.97238	0.98719	0.99525	0.99895	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
