0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66996	0.97318	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44354	0.65183	0.9303	0.97318	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0.2815	0.42939	0.62109	0.874	0.9303	0.97318	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0.16311	0.26936	0.40314	0.57702	0.80903	0.874	0.9303	0.97318	1	1	1	1	1	1
0	0	0	0	0	0	0	0.083072	0.15343	0.24762	0.36742	0.52374	0.7326	0.80903	0.874	0.9303	0.97318	1	1	1	1	1	1	1
0	0	0	0	0.02956	0.073905	0.1351	0.21731	0.32327	0.46228	0.64833	0.7326	0.80903	0.874	0.9303	0.97318	1	1	1	1	1	1	1	1
0	0.0029558	0.020691	0.056165	0.10819	0.18005	0.27233	0.39434	0.5581	0.64833	0.7326	0.80903	0.874	0.9303	0.97318	1	1	1	1	1	1	1	1	1
0	0.02956	0.073309	0.13481	0.21614	0.32148	0.46351	0.5581	0.64833	0.7326	0.80903	0.874	0.9303	0.97318	1	1	1	1	1	1	1	1	1	1
0	0.08218	0.15255	0.24515	0.36606	0.46351	0.5581	0.64833	0.7326	0.80903	0.874	0.9303	0.97318	1	1	1	1	1	1	1	1	1	1	1
0	0.16203	0.26708	0.36606	0.46351	0.5581	0.64833	0.7326	0.80903	0.874	0.9303	0.97318	1	1	1	1	1	1	1	1	1	1	1	1
0	0.26708	0.36606	0.46351	0.5581	0.64833	0.7326	0.80903	0.874	0.9303	0.97318	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.36606	0.46351	0.5581	0.64833	0.7326	0.80903	0.874	0.9303	0.97318	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.46351	0.5581	0.64833	0.7326	0.80903	0.874	0.9303	0.97318	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
