0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15223	0.51934	0.84614	0.97468	0.99849	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019774	0.073323	0.21702	0.39916	0.62045	0.7937	0.9148	0.96723	0.99383	0.99849	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0.0013635	0.0074449	0.025061	0.0691	0.14326	0.26015	0.4072	0.55324	0.69954	0.82627	0.8999	0.95285	0.98238	0.99383	0.99849	1	1	1	1	1	1	1	1
0	0	8.0107e-06	0.00014104	0.00095467	0.0042074	0.013879	0.034988	0.07453	0.13837	0.23184	0.33827	0.45909	0.58785	0.70649	0.80269	0.87613	0.93048	0.96502	0.98238	0.99383	0.99849	1	1	1	1	1	1	1	1	1
0	0.0003945	0.002591	0.0093799	0.02491	0.054373	0.10244	0.17074	0.25448	0.35415	0.46366	0.57451	0.67494	0.76962	0.843	0.90106	0.94038	0.96502	0.98238	0.99383	0.99849	1	1	1	1	1	1	1	1	1	1
0	0.0072013	0.023714	0.054189	0.10182	0.16657	0.24603	0.33793	0.43604	0.5349	0.63199	0.72528	0.80226	0.86328	0.90919	0.94038	0.96502	0.98238	0.99383	0.99849	1	1	1	1	1	1	1	1	1	1	1
0	0.034246	0.078044	0.13868	0.21357	0.29927	0.3893	0.48384	0.5785	0.67111	0.7511	0.81867	0.86991	0.90919	0.94038	0.96502	0.98238	0.99383	0.99849	1	1	1	1	1	1	1	1	1	1	1	1
0	0.090419	0.16133	0.24312	0.33114	0.42225	0.51516	0.60761	0.69085	0.76397	0.824	0.86991	0.90919	0.94038	0.96502	0.98238	0.99383	0.99849	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.17094	0.25887	0.35061	0.44245	0.53515	0.6218	0.70045	0.76809	0.824	0.86991	0.90919	0.94038	0.96502	0.98238	0.99383	0.99849	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.26531	0.36058	0.45406	0.54425	0.62839	0.70343	0.76809	0.824	0.86991	0.90919	0.94038	0.96502	0.98238	0.99383	0.99849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.36442	0.45845	0.54806	0.63031	0.70343	0.76809	0.824	0.86991	0.90919	0.94038	0.96502	0.98238	0.99383	0.99849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.45967	0.54899	0.63031	0.70343	0.76809	0.824	0.86991	0.90919	0.94038	0.96502	0.98238	0.99383	0.99849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.54899	0.63031	0.70343	0.76809	0.824	0.86991	0.90919	0.94038	0.96502	0.98238	0.99383	0.99849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
