0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45622	0.87397	0.99052	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208	0.39761	0.71709	0.85895	0.96791	0.99052	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089492	0.18256	0.32789	0.55474	0.69462	0.83213	0.93669	0.96791	0.99052	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0.03331	0.075103	0.14092	0.25391	0.4212	0.53546	0.66488	0.78706	0.89779	0.93669	0.96791	0.99052	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0.010476	0.026743	0.056037	0.10319	0.17825	0.30673	0.4018	0.50796	0.62641	0.74141	0.84052	0.89779	0.93669	0.96791	0.99052	1	1	1	1	1	1	1	1
0	0	0	0	0.0018742	0.0071139	0.017606	0.037044	0.06863	0.12012	0.20113	0.2866	0.37518	0.47241	0.58293	0.68913	0.7852	0.84052	0.89779	0.93669	0.96791	0.99052	1	1	1	1	1	1	1	1	1
0	0.00034189	0.002416	0.0079224	0.019061	0.0388	0.071065	0.12364	0.18238	0.2589	0.34029	0.43198	0.53316	0.63435	0.72508	0.7852	0.84052	0.89779	0.93669	0.96791	0.99052	1	1	1	1	1	1	1	1	1	1
0	0.0048293	0.014765	0.033293	0.064294	0.10542	0.15751	0.22551	0.30002	0.38478	0.48092	0.57481	0.66387	0.72508	0.7852	0.84052	0.89779	0.93669	0.96791	0.99052	1	1	1	1	1	1	1	1	1	1	1
0	0.020009	0.045622	0.081551	0.12732	0.18724	0.25519	0.33332	0.42252	0.51405	0.59853	0.66387	0.72508	0.7852	0.84052	0.89779	0.93669	0.96791	0.99052	1	1	1	1	1	1	1	1	1	1	1	1
0	0.051365	0.092416	0.14468	0.2064	0.2782	0.36073	0.44751	0.53261	0.59853	0.66387	0.72508	0.7852	0.84052	0.89779	0.93669	0.96791	0.99052	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.098164	0.15399	0.21978	0.29595	0.37811	0.46112	0.53261	0.59853	0.66387	0.72508	0.7852	0.84052	0.89779	0.93669	0.96791	0.99052	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.1583	0.22843	0.30616	0.38702	0.46112	0.53261	0.59853	0.66387	0.72508	0.7852	0.84052	0.89779	0.93669	0.96791	0.99052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.23182	0.3106	0.38702	0.46112	0.53261	0.59853	0.66387	0.72508	0.7852	0.84052	0.89779	0.93669	0.96791	0.99052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
