0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0.23086	0.68952	0.94865	0.99739	1	1	1	1	1
0	0	0	0	0	0	0	0.033625	0.13244	0.36617	0.60711	0.83575	0.9376	0.98853	0.99739	1	1	1	1	1	1
0	0	0.00074569	0.0084763	0.040224	0.12881	0.27263	0.46213	0.66626	0.80981	0.9119	0.96956	0.98853	0.99739	1	1	1	1	1	1	1
0	0.010945	0.053322	0.14298	0.28052	0.45288	0.61719	0.76031	0.86869	0.9369	0.96956	0.98853	0.99739	1	1	1	1	1	1	1	1
0	0.089114	0.21581	0.37155	0.53395	0.68296	0.80346	0.88756	0.9369	0.96956	0.98853	0.99739	1	1	1	1	1	1	1	1	1
0	0.24394	0.41148	0.57283	0.71132	0.81673	0.88756	0.9369	0.96956	0.98853	0.99739	1	1	1	1	1	1	1	1	1	1
0	0.42431	0.58691	0.71924	0.81673	0.88756	0.9369	0.96956	0.98853	0.99739	1	1	1	1	1	1	1	1	1	1	1
0	0.58955	0.71924	0.81673	0.88756	0.9369	0.96956	0.98853	0.99739	1	1	1	1	1	1	1	1	1	1	1	1
0	0.71924	0.81673	0.88756	0.9369	0.96956	0.98853	0.99739	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.81673	0.88756	0.9369	0.96956	0.98853	0.99739	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.88756	0.9369	0.96956	0.98853	0.99739	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.9369	0.96956	0.98853	0.99739	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.96956	0.98853	0.99739	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
