0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27532	0.70583	0.94277	0.99589	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073503	0.1949	0.43573	0.64053	0.83905	0.93017	0.98467	0.99589	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017691	0.04971	0.11686	0.24873	0.38348	0.54123	0.70954	0.82127	0.90859	0.96338	0.98467	0.99589	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0.0028249	0.010676	0.027542	0.060832	0.12658	0.20502	0.31531	0.44119	0.57464	0.68593	0.78661	0.87881	0.93577	0.96338	0.98467	0.99589	1	1	1	1	1	1	1	1
0	0	0	0	0.00017196	0.0011021	0.0040027	0.011555	0.026813	0.056135	0.09841	0.15753	0.23658	0.34267	0.45161	0.54949	0.65253	0.74869	0.83255	0.90159	0.93577	0.96338	0.98467	0.99589	1	1	1	1	1	1	1	1	1
0	6.7425e-05	0.00056226	0.0023849	0.0075111	0.018765	0.037695	0.067475	0.10965	0.16802	0.2427	0.33777	0.4247	0.51551	0.61315	0.7036	0.78628	0.85092	0.90159	0.93577	0.96338	0.98467	0.99589	1	1	1	1	1	1	1	1	1	1
0	0.0018457	0.0073512	0.018637	0.037705	0.066719	0.10715	0.16158	0.22891	0.30795	0.38898	0.47604	0.56695	0.65482	0.73421	0.80122	0.85092	0.90159	0.93577	0.96338	0.98467	0.99589	1	1	1	1	1	1	1	1	1	1	1
0	0.011579	0.028813	0.055619	0.093048	0.14179	0.19982	0.27132	0.34682	0.42887	0.51717	0.60043	0.67976	0.74637	0.80122	0.85092	0.90159	0.93577	0.96338	0.98467	0.99589	1	1	1	1	1	1	1	1	1	1	1	1
0	0.03492	0.068556	0.11216	0.16438	0.22883	0.29916	0.37647	0.46043	0.54367	0.62035	0.68962	0.74637	0.80122	0.85092	0.90159	0.93577	0.96338	0.98467	0.99589	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.074693	0.12333	0.18126	0.24671	0.31957	0.39933	0.48037	0.55924	0.62816	0.68962	0.74637	0.80122	0.85092	0.90159	0.93577	0.96338	0.98467	0.99589	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.12892	0.18992	0.25855	0.33433	0.41317	0.49176	0.56522	0.62816	0.68962	0.74637	0.80122	0.85092	0.90159	0.93577	0.96338	0.98467	0.99589	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.19373	0.26573	0.34246	0.42064	0.49598	0.56522	0.62816	0.68962	0.74637	0.80122	0.85092	0.90159	0.93577	0.96338	0.98467	0.99589	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.26844	0.34619	0.42316	0.49598	0.56522	0.62816	0.68962	0.74637	0.80122	0.85092	0.90159	0.93577	0.96338	0.98467	0.99589	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
