0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072614	0.33104	0.68334	0.9113	0.98693	0.99934	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0.0034485	0.019054	0.075283	0.18327	0.35609	0.55431	0.73978	0.86761	0.95063	0.98249	0.9964	0.99934	1	1	1	1	1	1	1	1
0	0	0	0	2.6781e-05	0.00035017	0.0021032	0.008863	0.027183	0.068058	0.14043	0.24534	0.37997	0.53254	0.66869	0.79033	0.8815	0.939	0.97251	0.98991	0.9964	0.99934	1	1	1	1	1	1	1	1	1
0	6.8886e-05	0.00069366	0.0035018	0.01198	0.031914	0.069566	0.13017	0.21666	0.32495	0.44493	0.56723	0.68329	0.78378	0.8609	0.91914	0.95659	0.97845	0.98991	0.9964	0.99934	1	1	1	1	1	1	1	1	1	1
0	0.0038664	0.015844	0.041365	0.085382	0.15074	0.236	0.33761	0.44544	0.55577	0.65927	0.75099	0.8292	0.89148	0.93339	0.96144	0.97845	0.98991	0.9964	0.99934	1	1	1	1	1	1	1	1	1	1	1
0	0.027987	0.070868	0.13402	0.21603	0.31173	0.41373	0.51622	0.6142	0.70591	0.78661	0.85365	0.90304	0.93735	0.96144	0.97845	0.98991	0.9964	0.99934	1	1	1	1	1	1	1	1	1	1	1	1
0	0.087322	0.16569	0.25816	0.35764	0.45854	0.55576	0.64868	0.73294	0.80563	0.86282	0.90625	0.93735	0.96144	0.97845	0.98991	0.9964	0.99934	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.17945	0.28007	0.38338	0.4843	0.57946	0.66806	0.74707	0.81263	0.86534	0.90625	0.93735	0.96144	0.97845	0.98991	0.9964	0.99934	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.28857	0.39609	0.49825	0.59191	0.67773	0.75209	0.81451	0.86534	0.90625	0.93735	0.96144	0.97845	0.98991	0.9964	0.99934	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.40069	0.50437	0.59751	0.68094	0.75338	0.81451	0.86534	0.90625	0.93735	0.96144	0.97845	0.98991	0.9964	0.99934	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.50622	0.59905	0.68168	0.75338	0.81451	0.86534	0.90625	0.93735	0.96144	0.97845	0.98991	0.9964	0.99934	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.59929	0.68168	0.75338	0.81451	0.86534	0.90625	0.93735	0.96144	0.97845	0.98991	0.9964	0.99934	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.68168	0.75338	0.81451	0.86534	0.90625	0.93735	0.96144	0.97845	0.98991	0.9964	0.99934	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
