0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0.25036	0.70705	0.95291	0.99769	1	1	1	1	1
0	0	0	0	0	0	0	0	0.040773	0.15012	0.39495	0.63091	0.84996	0.94309	0.98984	0.99769	1	1	1	1	1	1
0	0	0	0.0017924	0.01394	0.054995	0.15759	0.30882	0.49871	0.69575	0.8269	0.92028	0.97299	0.98984	0.99769	1	1	1	1	1	1	1
0	0.0041921	0.026113	0.083591	0.18549	0.32997	0.5009	0.65399	0.78428	0.88175	0.94388	0.97299	0.98984	0.99769	1	1	1	1	1	1	1	1
0	0.053814	0.14785	0.2817	0.43302	0.58389	0.71855	0.82551	0.89979	0.94388	0.97299	0.98984	0.99769	1	1	1	1	1	1	1	1	1
0	0.17845	0.32766	0.48188	0.62604	0.74732	0.83863	0.89979	0.94388	0.97299	0.98984	0.99769	1	1	1	1	1	1	1	1	1	1
0	0.3438	0.50265	0.64305	0.75594	0.83863	0.89979	0.94388	0.97299	0.98984	0.99769	1	1	1	1	1	1	1	1	1	1	1
0	0.50828	0.64733	0.75594	0.83863	0.89979	0.94388	0.97299	0.98984	0.99769	1	1	1	1	1	1	1	1	1	1	1	1
0	0.64733	0.75594	0.83863	0.89979	0.94388	0.97299	0.98984	0.99769	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.75594	0.83863	0.89979	0.94388	0.97299	0.98984	0.99769	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.83863	0.89979	0.94388	0.97299	0.98984	0.99769	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.89979	0.94388	0.97299	0.98984	0.99769	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.94388	0.97299	0.98984	0.99769	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
