0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64972	0.97229	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0.41856	0.63033	0.92476	0.97229	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0.24278	0.40094	0.59332	0.85975	0.92476	0.97229	1	1	1	1	1
0	0	0	0	0	0	0	0.11958	0.22795	0.36856	0.54163	0.7805	0.85975	0.92476	0.97229	1	1	1	1	1	1
0	0	0	0	0.041385	0.10578	0.19932	0.32407	0.47797	0.68982	0.7805	0.85975	0.92476	0.97229	1	1	1	1	1	1	1
0	0.004087	0.02861	0.079199	0.15791	0.2668	0.40484	0.59025	0.68982	0.7805	0.85975	0.92476	0.97229	1	1	1	1	1	1	1	1
0	0.040873	0.10475	0.19778	0.31997	0.48415	0.59025	0.68982	0.7805	0.85975	0.92476	0.97229	1	1	1	1	1	1	1	1	1
0	0.11804	0.22437	0.36755	0.48415	0.59025	0.68982	0.7805	0.85975	0.92476	0.97229	1	1	1	1	1	1	1	1	1	1
0	0.24023	0.36755	0.48415	0.59025	0.68982	0.7805	0.85975	0.92476	0.97229	1	1	1	1	1	1	1	1	1	1	1
0	0.36755	0.48415	0.59025	0.68982	0.7805	0.85975	0.92476	0.97229	1	1	1	1	1	1	1	1	1	1	1	1
0	0.48415	0.59025	0.68982	0.7805	0.85975	0.92476	0.97229	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.59025	0.68982	0.7805	0.85975	0.92476	0.97229	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.68982	0.7805	0.85975	0.92476	0.97229	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
