0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45087	0.87977	0.99243	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20902	0.39534	0.73309	0.8662	0.97174	0.99243	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0.09005	0.18208	0.32589	0.56522	0.71462	0.83912	0.94139	0.97174	0.99243	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0.027127	0.071544	0.13942	0.2441	0.4183	0.54497	0.68296	0.80214	0.90124	0.94139	0.97174	0.99243	1	1	1	1	1	1	1
0	0	0	0	0	0.0053269	0.018936	0.048154	0.094768	0.16894	0.28892	0.39555	0.51259	0.64257	0.75539	0.854	0.90124	0.94139	0.97174	0.99243	1	1	1	1	1	1	1	1
0	0.00014072	0.0018958	0.0083408	0.024279	0.053936	0.10242	0.1824	0.26538	0.36241	0.47041	0.59145	0.70213	0.79827	0.854	0.90124	0.94139	0.97174	0.99243	1	1	1	1	1	1	1	1	1
0	0.0054074	0.019458	0.047358	0.095589	0.15796	0.2324	0.32054	0.41988	0.5323	0.63903	0.73715	0.79827	0.854	0.90124	0.94139	0.97174	0.99243	1	1	1	1	1	1	1	1	1	1
0	0.028052	0.067652	0.12283	0.19096	0.27078	0.36214	0.46618	0.56885	0.66665	0.73715	0.79827	0.854	0.90124	0.94139	0.97174	0.99243	1	1	1	1	1	1	1	1	1	1	1
0	0.076771	0.13932	0.21387	0.2978	0.39408	0.49251	0.58948	0.66665	0.73715	0.79827	0.854	0.90124	0.94139	0.97174	0.99243	1	1	1	1	1	1	1	1	1	1	1	1
0	0.14692	0.22727	0.31639	0.41095	0.50665	0.58948	0.66665	0.73715	0.79827	0.854	0.90124	0.94139	0.97174	0.99243	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.23343	0.32454	0.41911	0.50665	0.58948	0.66665	0.73715	0.79827	0.854	0.90124	0.94139	0.97174	0.99243	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.32716	0.41911	0.50665	0.58948	0.66665	0.73715	0.79827	0.854	0.90124	0.94139	0.97174	0.99243	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.41911	0.50665	0.58948	0.66665	0.73715	0.79827	0.854	0.90124	0.94139	0.97174	0.99243	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
