0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029549067	0.17619267	0.46653957	0.76361973	0.93393019	0.98930266	0.99912547	0.99997337	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051644403	0.0035737451	0.016471458	0.051333773	0.12670275	0.24949551	0.41616778	0.59475238	0.75660923	0.87355289	0.94565586	0.98009001	0.99442114	0.99867181	0.99980467	0.99997337	1	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7055592e-06	3.9628615e-05	0.00021100098	0.00089924375	0.0030408114	0.0086920366	0.021601173	0.047004321	0.091631903	0.16081357	0.25566426	0.37404411	0.50569287	0.63548894	0.75226759	0.84602036	0.91284767	0.95582753	0.9799133	0.99187335	0.99726758	0.99921996	0.99980467	0.99997337	1	1	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	8.9061996e-09	1.2627096e-07	9.6937066e-07	5.4171636e-06	2.4789251e-05	9.4050423e-05	0.00030786511	0.00089404746	0.0023433797	0.0055671549	0.012091671	0.024226628	0.044988258	0.077796921	0.12605509	0.19153135	0.27429174	0.37162856	0.47890249	0.58821025	0.69047396	0.78032084	0.85423971	0.90997999	0.9482409	0.97230651	0.98661036	0.99416936	0.99771286	0.99921996	0.99980467	0.99997337	1	1	1	1	1	1	1	1	1	1	1
0	3.7073999e-10	8.226377e-09	8.6454586e-08	5.930936e-07	3.029202e-06	1.2529337e-05	4.3892282e-05	0.00013423774	0.00036786143	0.00091797838	0.0021073165	0.004509892	0.0090365443	0.016981547	0.030142943	0.050640822	0.080561442	0.12198816	0.17631634	0.24388402	0.32381649	0.41325685	0.5075357	0.60190139	0.69126986	0.77103674	0.83832341	0.89187023	0.93197847	0.95993284	0.97774172	0.98847838	0.99453328	0.99771286	0.99921996	0.99980467	0.99997337	1	1	1	1	1	1	1	1	1	1	1	1
0	5.2502886e-07	4.0498433e-06	1.8655888e-05	6.5502309e-05	0.00019072436	0.00048643982	0.0011264143	0.0024011741	0.0047773656	0.0090013908	0.016103849	0.027348794	0.04425943	0.068477903	0.10127628	0.14384832	0.19735703	0.26130933	0.33472564	0.4158614	0.5013401	0.58650674	0.66816472	0.74377415	0.80967108	0.86474132	0.90860758	0.94147789	0.96439526	0.97927749	0.988778	0.99453328	0.99771286	0.99921996	0.99980467	0.99997337	1	1	1	1	1	1	1	1	1	1	1	1	1
0	2.2932099e-05	0.00010536344	0.00032321201	0.00080768343	0.0017810967	0.0035946512	0.0067634756	0.01204053	0.020425907	0.033137005	0.051328798	0.07606	0.10840465	0.14938916	0.19925535	0.25792318	0.32487376	0.39859187	0.47695018	0.55609805	0.63240686	0.70544354	0.77256385	0.83038824	0.87829752	0.91635116	0.94515121	0.96567055	0.97952641	0.988778	0.99453328	0.99771286	0.99921996	0.99980467	0.99997337	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.00024415264	0.00078110394	0.0018738162	0.0038739987	0.0072824972	0.012827365	0.021417374	0.034124256	0.052104429	0.075837481	0.10605091	0.14421725	0.19026473	0.24324477	0.30372808	0.37074695	0.44241926	0.51661051	0.59011988	0.66087796	0.72817347	0.78934343	0.8414358	0.88463872	0.91937919	0.94621158	0.96587913	0.97952641	0.988778	0.99453328	0.99771286	0.99921996	0.99980467	0.99997337	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.0012159365	0.0030804854	0.0062831389	0.011508231	0.019572034	0.031382223	0.047967551	0.070210865	0.098087523	0.13251225	0.17444582	0.2227176	0.27681259	0.33740885	0.40325534	0.47234764	0.54296912	0.61280266	0.6791866	0.74175701	0.79837744	0.84665048	0.88714132	0.92026048	0.94638637	0.96587913	0.97952641	0.988778	0.99453328	0.99771286	0.99921996	0.99980467	0.99997337	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.0039437218	0.0084578964	0.015540263	0.026005688	0.040750353	0.060624716	0.086249258	0.11742711	0.15461472	0.19837803	0.24776093	0.3020946	0.36219159	0.42652986	0.49318762	0.56117114	0.62763886	0.69021741	0.74912602	0.80267207	0.8487236	0.88787431	0.92040659	0.94638637	0.96587913	0.97952641	0.988778	0.99453328	0.99771286	0.99921996	0.99980467	0.99997337	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.0098155701	0.018717557	0.031460377	0.048778508	0.071342854	0.099832106	0.13336645	0.17206663	0.21705977	0.26707532	0.32128125	0.38046719	0.44306847	0.50773195	0.57314314	0.63662491	0.69623217	0.75264719	0.8043888	0.84933364	0.88799632	0.92040659	0.94638637	0.96587913	0.97952641	0.988778	0.99453328	0.99771286	0.99921996	0.99980467	0.99997337	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.020532522	0.035385478	0.054948344	0.079934105	0.11070909	0.14579489	0.18571324	0.23163045	0.28192206	0.33553919	0.39347163	0.45461761	0.51731383	0.58040924	0.64153527	0.6991135	0.75405953	0.80489544	0.84943545	0.88799632	0.92040659	0.94638637	0.96587913	0.97952641	0.988778	0.99453328	0.99771286	0.99921996	0.99980467	0.99997337	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.037409886	0.059116143	0.08622182	0.11879191	0.15527113	0.19619917	0.2427017	0.2928273	0.34558049	0.40249481	0.46219454	0.52311364	0.58437307	0.64388554	0.70026962	0.75447657	0.80498006	0.84943545	0.88799632	0.92040659	0.94638637	0.96587913	0.97952641	0.988778	0.99453328	0.99771286	0.99921996	0.99980467	0.99997337	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
