0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47794	0.88398	0.99177	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19646	0.41245	0.72561	0.86954	0.97323	0.99177	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0.074786	0.16656	0.32755	0.56086	0.70724	0.84248	0.94476	0.97323	0.99177	1	1	1	1	1	1
0	0	0	0	0	0	0	0.019847	0.057544	0.12352	0.23697	0.4071	0.53801	0.67472	0.80485	0.90555	0.94476	0.97323	0.99177	1	1	1	1	1	1	1
0	0	0	0.0022025	0.011457	0.03392	0.076767	0.1537	0.27023	0.38126	0.50203	0.62999	0.75469	0.8574	0.90555	0.94476	0.97323	0.99177	1	1	1	1	1	1	1	1
0	0.002152	0.011472	0.034018	0.078867	0.15512	0.24233	0.34283	0.45414	0.57401	0.69372	0.79739	0.8574	0.90555	0.94476	0.97323	0.99177	1	1	1	1	1	1	1	1	1
0	0.020452	0.060023	0.12182	0.20058	0.29355	0.39582	0.50796	0.62284	0.7272	0.79739	0.8574	0.90555	0.94476	0.97323	0.99177	1	1	1	1	1	1	1	1	1	1
0	0.072937	0.14439	0.23097	0.32829	0.4329	0.54301	0.64775	0.7272	0.79739	0.8574	0.90555	0.94476	0.97323	0.99177	1	1	1	1	1	1	1	1	1	1	1
0	0.15447	0.24816	0.35017	0.45539	0.56004	0.64775	0.7272	0.79739	0.8574	0.90555	0.94476	0.97323	0.99177	1	1	1	1	1	1	1	1	1	1	1	1
0	0.25539	0.36122	0.4652	0.56004	0.64775	0.7272	0.79739	0.8574	0.90555	0.94476	0.97323	0.99177	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.36443	0.4652	0.56004	0.64775	0.7272	0.79739	0.8574	0.90555	0.94476	0.97323	0.99177	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.4652	0.56004	0.64775	0.7272	0.79739	0.8574	0.90555	0.94476	0.97323	0.99177	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.56004	0.64775	0.7272	0.79739	0.8574	0.90555	0.94476	0.97323	0.99177	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
