0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44259	0.88163	0.99311	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0.17114	0.37773	0.71412	0.8667	0.97553	0.99311	1	1	1	1	1
0	0	0	0	0	0	0	0.048736	0.1342	0.28293	0.52753	0.69065	0.83553	0.94438	0.97553	0.99311	1	1	1	1	1	1
0	0	0	0.0057167	0.028585	0.080587	0.17772	0.34409	0.49615	0.64801	0.78734	0.89819	0.94438	0.97553	0.99311	1	1	1	1	1	1	1
0	0.0057167	0.02842	0.080767	0.17966	0.30286	0.44286	0.58734	0.72245	0.83641	0.89819	0.94438	0.97553	0.99311	1	1	1	1	1	1	1	1
0	0.048555	0.12825	0.23742	0.36736	0.50659	0.64177	0.75925	0.83641	0.89819	0.94438	0.97553	0.99311	1	1	1	1	1	1	1	1	1
0	0.14738	0.26913	0.40494	0.54225	0.66749	0.75925	0.83641	0.89819	0.94438	0.97553	0.99311	1	1	1	1	1	1	1	1	1	1
0	0.28147	0.42259	0.55756	0.66749	0.75925	0.83641	0.89819	0.94438	0.97553	0.99311	1	1	1	1	1	1	1	1	1	1	1
0	0.42769	0.55756	0.66749	0.75925	0.83641	0.89819	0.94438	0.97553	0.99311	1	1	1	1	1	1	1	1	1	1	1	1
0	0.55756	0.66749	0.75925	0.83641	0.89819	0.94438	0.97553	0.99311	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.66749	0.75925	0.83641	0.89819	0.94438	0.97553	0.99311	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.75925	0.83641	0.89819	0.94438	0.97553	0.99311	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.83641	0.89819	0.94438	0.97553	0.99311	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
