0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27075	0.72395	0.95577	0.99774	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0.054886	0.17635	0.43164	0.6575	0.86245	0.94731	0.99078	0.99774	1	1	1	1	1	1
0	0	0	0	0	0.005004	0.025654	0.080923	0.20212	0.35816	0.54325	0.72801	0.84351	0.9281	0.97628	0.99078	0.99774	1	1	1	1	1	1	1
0	0.00033883	0.0038273	0.018418	0.059219	0.13543	0.25062	0.39897	0.56234	0.69552	0.80873	0.89606	0.95161	0.97628	0.99078	0.99774	1	1	1	1	1	1	1	1
0	0.015144	0.055644	0.13005	0.23973	0.37629	0.51364	0.64387	0.75725	0.84958	0.91463	0.95161	0.97628	0.99078	0.99774	1	1	1	1	1	1	1	1	1
0	0.080491	0.18111	0.30557	0.43938	0.57029	0.68862	0.78759	0.86368	0.91463	0.95161	0.97628	0.99078	0.99774	1	1	1	1	1	1	1	1	1	1
0	0.2017	0.33671	0.47274	0.59938	0.70961	0.7977	0.86368	0.91463	0.95161	0.97628	0.99078	0.99774	1	1	1	1	1	1	1	1	1	1	1
0	0.34773	0.48707	0.61172	0.71616	0.7977	0.86368	0.91463	0.95161	0.97628	0.99078	0.99774	1	1	1	1	1	1	1	1	1	1	1	1
0	0.49113	0.61494	0.71616	0.7977	0.86368	0.91463	0.95161	0.97628	0.99078	0.99774	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.61494	0.71616	0.7977	0.86368	0.91463	0.95161	0.97628	0.99078	0.99774	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.71616	0.7977	0.86368	0.91463	0.95161	0.97628	0.99078	0.99774	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.7977	0.86368	0.91463	0.95161	0.97628	0.99078	0.99774	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.86368	0.91463	0.95161	0.97628	0.99078	0.99774	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
