0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14682	0.5217	0.85664	0.97861	0.99876	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0.016317	0.066792	0.21085	0.39948	0.63373	0.80445	0.92358	0.97293	0.99454	0.99876	1	1	1	1	1	1	1
0	0	0	0	0	0.00065988	0.0045698	0.018384	0.057198	0.13119	0.24625	0.40259	0.55927	0.71143	0.83315	0.91019	0.96035	0.98584	0.99454	0.99876	1	1	1	1	1	1	1	1
0	9.526e-05	0.0010921	0.005893	0.020432	0.052968	0.11209	0.20325	0.31915	0.45196	0.58784	0.71141	0.8083	0.88598	0.94027	0.97093	0.98584	0.99454	0.99876	1	1	1	1	1	1	1	1	1
0	0.0059965	0.024164	0.062247	0.12515	0.21375	0.32376	0.44583	0.56512	0.67371	0.7701	0.85041	0.91035	0.94897	0.97093	0.98584	0.99454	0.99876	1	1	1	1	1	1	1	1	1	1
0	0.040243	0.099543	0.18353	0.2875	0.40157	0.51392	0.62066	0.71826	0.80274	0.86968	0.91736	0.94897	0.97093	0.98584	0.99454	0.99876	1	1	1	1	1	1	1	1	1	1	1
0	0.11912	0.21864	0.32978	0.44303	0.55252	0.65269	0.74245	0.8174	0.87514	0.91736	0.94897	0.97093	0.98584	0.99454	0.99876	1	1	1	1	1	1	1	1	1	1	1	1
0	0.2323	0.35026	0.46579	0.57335	0.66927	0.75293	0.82145	0.87514	0.91736	0.94897	0.97093	0.98584	0.99454	0.99876	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.35779	0.47605	0.58308	0.67598	0.75569	0.82145	0.87514	0.91736	0.94897	0.97093	0.98584	0.99454	0.99876	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.47925	0.58635	0.67756	0.75569	0.82145	0.87514	0.91736	0.94897	0.97093	0.98584	0.99454	0.99876	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.58687	0.67756	0.75569	0.82145	0.87514	0.91736	0.94897	0.97093	0.98584	0.99454	0.99876	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.67756	0.75569	0.82145	0.87514	0.91736	0.94897	0.97093	0.98584	0.99454	0.99876	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.75569	0.82145	0.87514	0.91736	0.94897	0.97093	0.98584	0.99454	0.99876	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
