0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68516	0.97051	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43684	0.66319	0.92394	0.97051	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28391	0.42403	0.63036	0.86624	0.92394	0.97051	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0.17203	0.27325	0.40166	0.58726	0.8028	0.86624	0.92394	0.97051	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0.096013	0.16376	0.2544	0.3702	0.53881	0.73226	0.8028	0.86624	0.92394	0.97051	1	1	1	1	1	1	1
0	0	0	0	0	0	0.044099	0.088973	0.14848	0.22865	0.332	0.4818	0.65919	0.73226	0.8028	0.86624	0.92394	0.97051	1	1	1	1	1	1	1	1
0	0	0	0.012927	0.038017	0.076423	0.12777	0.19764	0.28876	0.42025	0.57875	0.65919	0.73226	0.8028	0.86624	0.92394	0.97051	1	1	1	1	1	1	1	1	1
0	0.0064634	0.025472	0.057411	0.10229	0.16202	0.24115	0.35482	0.49479	0.57875	0.65919	0.73226	0.8028	0.86624	0.92394	0.97051	1	1	1	1	1	1	1	1	1	1
0	0.031936	0.070341	0.12284	0.19021	0.28659	0.40852	0.49479	0.57875	0.65919	0.73226	0.8028	0.86624	0.92394	0.97051	1	1	1	1	1	1	1	1	1	1	1
0	0.077193	0.13693	0.21659	0.32097	0.40852	0.49479	0.57875	0.65919	0.73226	0.8028	0.86624	0.92394	0.97051	1	1	1	1	1	1	1	1	1	1	1	1
0	0.14572	0.23308	0.32097	0.40852	0.49479	0.57875	0.65919	0.73226	0.8028	0.86624	0.92394	0.97051	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.23308	0.32097	0.40852	0.49479	0.57875	0.65919	0.73226	0.8028	0.86624	0.92394	0.97051	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.32097	0.40852	0.49479	0.57875	0.65919	0.73226	0.8028	0.86624	0.92394	0.97051	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
