0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44576	0.88351	0.99304	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0.18311	0.38725	0.72061	0.86953	0.97633	0.99304	1	1	1	1	1
0	0	0	0	0	0	0	0	0.056104	0.14683	0.29668	0.54419	0.69916	0.84055	0.94715	0.97633	0.99304	1	1	1	1	1	1
0	0	0	0	0.0092374	0.037038	0.095435	0.19787	0.37037	0.51578	0.66054	0.79617	0.90407	0.94715	0.97633	0.99304	1	1	1	1	1	1	1
0	0.0018474	0.012808	0.042864	0.10356	0.21219	0.3347	0.46935	0.60525	0.7364	0.84663	0.90407	0.94715	0.97633	0.99304	1	1	1	1	1	1	1	1
0	0.026054	0.081258	0.16813	0.27818	0.40377	0.53466	0.66202	0.77502	0.84663	0.90407	0.94715	0.97633	0.99304	1	1	1	1	1	1	1	1	1
0	0.1003	0.2008	0.31886	0.44638	0.57421	0.68992	0.77502	0.84663	0.90407	0.94715	0.97633	0.99304	1	1	1	1	1	1	1	1	1	1
0	0.21425	0.3398	0.46969	0.59239	0.68992	0.77502	0.84663	0.90407	0.94715	0.97633	0.99304	1	1	1	1	1	1	1	1	1	1	1
0	0.34747	0.4787	0.59239	0.68992	0.77502	0.84663	0.90407	0.94715	0.97633	0.99304	1	1	1	1	1	1	1	1	1	1	1	1
0	0.4787	0.59239	0.68992	0.77502	0.84663	0.90407	0.94715	0.97633	0.99304	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.59239	0.68992	0.77502	0.84663	0.90407	0.94715	0.97633	0.99304	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.68992	0.77502	0.84663	0.90407	0.94715	0.97633	0.99304	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.77502	0.84663	0.90407	0.94715	0.97633	0.99304	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
