0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44576	0.86966	0.98966	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20317	0.3919	0.70732	0.85192	0.96729	0.98966	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08869	0.17805	0.31605	0.54928	0.68937	0.8239	0.93106	0.96729	0.98966	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0.035018	0.074452	0.14364	0.24695	0.40967	0.53008	0.65367	0.78703	0.88966	0.93106	0.96729	0.98966	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0.010986	0.027929	0.056251	0.10264	0.18197	0.29925	0.3919	0.5015	0.61607	0.73226	0.84263	0.88966	0.93106	0.96729	0.98966	1	1	1	1	1	1	1	1
0	0	0	0	0	0.0023336	0.0078419	0.01898	0.0379	0.069627	0.11981	0.2076	0.28201	0.36652	0.46774	0.57222	0.68112	0.7774	0.84263	0.88966	0.93106	0.96729	0.98966	1	1	1	1	1	1	1	1	1
0	8.0566e-05	0.00092793	0.0037661	0.010078	0.021889	0.041787	0.074564	0.12727	0.18962	0.25742	0.33627	0.42799	0.52565	0.62537	0.71803	0.7774	0.84263	0.88966	0.93106	0.96729	0.98966	1	1	1	1	1	1	1	1	1	1
0	0.002377	0.0081187	0.01931	0.038578	0.070544	0.11093	0.16576	0.22727	0.29945	0.38539	0.47452	0.56903	0.65553	0.71803	0.7774	0.84263	0.88966	0.93106	0.96729	0.98966	1	1	1	1	1	1	1	1	1	1	1
0	0.011592	0.028617	0.054875	0.089718	0.13739	0.19287	0.25866	0.33726	0.42235	0.50927	0.59357	0.65553	0.71803	0.7774	0.84263	0.88966	0.93106	0.96729	0.98966	1	1	1	1	1	1	1	1	1	1	1	1
0	0.033566	0.064365	0.1051	0.15482	0.2145	0.28606	0.3651	0.44955	0.52872	0.59357	0.65553	0.71803	0.7774	0.84263	0.88966	0.93106	0.96729	0.98966	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.069479	0.11354	0.16738	0.23223	0.30541	0.38501	0.46446	0.52872	0.59357	0.65553	0.71803	0.7774	0.84263	0.88966	0.93106	0.96729	0.98966	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.11757	0.17601	0.24359	0.31846	0.39554	0.46446	0.52872	0.59357	0.65553	0.71803	0.7774	0.84263	0.88966	0.93106	0.96729	0.98966	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.1798	0.25011	0.32476	0.39554	0.46446	0.52872	0.59357	0.65553	0.71803	0.7774	0.84263	0.88966	0.93106	0.96729	0.98966	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
