errors	shape		t		lossrate	PM

0	1111101		18		0		34399
1	1111101		13		0.0877492		50853
1	1111101		12		0		51832
2	1111101		9		0.138944		56943
2	1111101		8		0.0725794		60829
2	1111101		7		0.0206985		75708
2	1111101		6		0.00205475		138463
2	1111101		5		0		397164
3	1111101		6		0.118961		147666
3	1111101		5		0.0574276		424897
3	1111101		4		0.0235352		1571368
3	1111101		3		0.00703943		6312356
3	1111101		2		0.00118756		28650658
3	1111101		1		7.62939e-05		238224250
0	11111001		17		0		34420
1	11111001		12		0.167846		50385
1	11111001		11		0.0742106		51653
1	11111001		10		0		52328
2	11111001		8		0.134856		57609
2	11111001		7		0.0754863		63545
2	11111001		6		0.0366238		87902
2	11111001		5		0.0127259		192062
2	11111001		4		0.0036934		654035
2	11111001		3		0.000586092		3015197
2	11111001		2		0		22977692
3	11111001		6		0.196239		93306
3	11111001		5		0.115042		205078
3	11111001		4		0.0573063		701866
3	11111001		3		0.0242092		3253328
3	11111001		2		0.00714552		24627075
3	11111001		1		0.00167465		232001270
0	111111		19		0		34377
1	111111		14		0		51157
2	111111		10		0.139954		56588
2	111111		9		0.0557186		59576
2	111111		8		0		70275
3	111111		7		0.123919		120276
3	111111		6		0.0602975		302141
3	111111		5		0.0249175		1018727
3	111111		4		0.00750238		3822080
3	111111		3		0.00108945		14679677
3	111111		2		0		56249256
0	11111101		17		0		34347
1	11111101		11		0.0742106		51109
1	11111101		10		0		51995
2	11111101		8		0.192166		56488
2	11111101		7		0.121978		59689
2	11111101		6		0.0695703		71540
2	11111101		5		0.0289525		121938
2	11111101		4		0.00662863		334271
2	11111101		3		0.000586092		1233629
2	11111101		2		0		5190211
3	11111101		5		0.18525		128983
3	11111101		4		0.106072		353845
3	11111101		3		0.0500268		1305743
3	11111101		2		0.0175229		5503010
3	11111101		1		0.00304568		58172451
0	111110011		16		0		34343
1	111110011		10		0.140958		50376
1	111110011		9		0.0607029		51540
1	111110011		8		0		52426
2	111110011		7		0.192289		56354
2	111110011		6		0.105674		59010
2	111110011		5		0.0573598		69253
2	111110011		4		0.0266958		113462
2	111110011		3		0.00938988		337490
2	111110011		2		0.0028125		3858623
2	111110011		1		0.000483394		54228302
3	111110011		4		0.157382		120084
3	111110011		3		0.08267		359314
3	111110011		2		0.0301269		4097028
3	111110011		1		0.00982434		57213912
0	1111111		18		0		34344
1	1111111		12		0		51367
2	1111111		8		0.131218		58222
2	1111111		7		0.0711769		65668
2	1111111		6		0.0251563		96310
2	1111111		5		0		223362
3	1111111		5		0.126071		236564
3	1111111		4		0.0634213		797807
3	1111111		3		0.0270443		3123625
3	1111111		2		0.00881863		12727412
3	1111111		1		0.00159186		52184586
0	111111101		16		0		34336
1	111111101		9		0.0607029		51441
1	111111101		8		0		52294
2	111111101		6		0.160563		59363
2	111111101		5		0.0993378		70632
2	111111101		4		0.0546033		118758
2	111111101		3		0.023436		322070
2	111111101		2		0.00562769		1198144
2	111111101		1		0.000483394		13143858
3	111111101		3		0.141605		340144
3	111111101		2		0.0712848		1266028
3	111111101		1		0.0203251		13873958
0	1111110011		15		0		34336
1	1111110011		8		0.114101		50842
1	1111110011		7		0.0472047		51937
1	1111110011		6		0		53124
2	1111110011		5		0.1516		58792
2	1111110011		4		0.0777919		68620
2	1111110011		3		0.0401186		111452
2	1111110011		2		0.0139144		871673
2	1111110011		1		0.00438964		12894889
3	1111110011		3		0.188485		117891
3	1111110011		2		0.0851786		921379
3	1111110011		1		0.0362238		13610812
0	11111111		17		0		34337
1	11111111		10		0		51596
2	11111111		7		0.180859		57844
2	11111111		6		0.111861		64795
2	11111111		5		0.061652		93216
2	11111111		4		0.0275148		212983
2	11111111		3		0.00648224		719583
2	11111111		2		0		2854499
3	11111111		4		0.174965		224946
3	11111111		3		0.101152		759930
3	11111111		2		0.048273		3014168
3	11111111		1		0.0162689		12491070
0	1111111101		15		0		34334
1	1111111101		7		0.0472047		51853
1	1111111101		6		0		53130
2	1111111101		5		0.195059		59224
2	1111111101		4		0.124195		70406
2	1111111101		3		0.0718247		118045
2	1111111101		2		0.0338864		320077
2	1111111101		1		0.00837284		3142415
3	1111111101		2		0.159847		337933
3	1111111101		1		0.0649652		3317219
0	11111110011		14		0		34334
1	11111110011		7		0.183677		49536
1	11111110011		6		0.0872532		51416
1	11111110011		5		0.0337158		52786
1	11111110011		4		0		55480
2	11111110011		4		0.183267		58680
2	11111110011		3		0.103809		68516
2	11111110011		2		0.0396425		242687
2	11111110011		1		0.0175552		3069800
3	11111110011		2		0.17412		256478
3	11111110011		1		0.0885596		3240695
0	111111111		16		0		34334
1	111111111		9		0.191559		49206
1	111111111		8		0		51884
2	111111111		5		0.146511		64513
2	111111111		4		0.087158		92600
2	111111111		3		0.0452497		211022
2	111111111		2		0.0184456		714076
2	111111111		1		0.00389057		2842470
3	111111111		2		0.124078		753797
3	111111111		1		0.0602137		3000706
0	1111111111		15		0		34334
1	1111111111		7		0.145632		50049
1	1111111111		6		0		52517
2	1111111111		4		0.176882		64411
2	1111111111		3		0.107506		92425
2	1111111111		2		0.0576568		210683
2	1111111111		1		0.0241671		713400
3	1111111111		1		0.134141		753034
0	11111111101		14		0		34334
1	11111111101		6		0.15683		50388
1	11111111101		5		0.0337158		52826
1	11111111101		4		0		55918
2	11111111101		3		0.144329		70314
2	11111111101		2		0.0827964		117925
2	11111111101		1		0.0314235		782392
3	11111111101		1		0.137645		825761
0	111111100111		13		0		34334
1	111111100111		6		0.183677		49366
1	111111100111		5		0.129742		50504
1	111111100111		4		0.0604149		52241
1	111111100111		3		0.0202314		54680
1	111111100111		2		0		92664
2	111111100111		2		0.0958968		98080
2	111111100111		1		0.0430784		762634
3	111111100111		1		0.166156		805183
0	11111111111		14		0		34334
1	11111111111		6		0.185681		49593
1	11111111111		5		0.103292		51215
1	11111111111		4		0		54353
2	11111111111		2		0.122548		92372
2	11111111111		1		0.0643134		210619
0	111111111101		13		0		34334
1	111111111101		5		0.166254		50046
1	111111111101		4		0.102904		51910
1	111111111101		3		0.0202314		55752
1	111111111101		2		0		66420
2	111111111101		2		0.160518		70278
2	111111111101		1		0.0723813		226072
0	1111111100111		12		0		34334
1	1111111100111		5		0.183677		49332
1	1111111100111		4		0.129742		50437
1	1111111100111		3		0.0745767		51919
1	1111111100111		2		0.0335805		61708
1	1111111100111		1		0.00674349		207271
2	1111111100111		2		0.167106		65264
2	1111111100111		1		0.0961127		219426
0	111111111111		13		0		34334
1	111111111111		5		0.185681		49445
1	111111111111		4		0.129991		50910
1	111111111111		3		0.06272		53579
1	111111111111		2		0		60807
2	111111111111		1		0.131221		92356
0	1111111111101		12		0		34334
1	1111111111101		4		0.166254		49954
1	1111111111101		3		0.113567		51627
1	1111111111101		2		0.0477427		55414
1	1111111111101		1		0.00674349		90331
2	1111111111101		1		0.138805		95661
0	11111111100111		11		0		34334
1	11111111100111		3		0.129742		50409
1	11111111100111		2		0.0604148		53894
1	11111111100111		1		0.0335805		88613
2	11111111100111		1		0.161022		93762
0	1111111111111		12		0		34334
1	1111111111111		4		0.18568		49394
1	1111111111111		3		0.129991		50820
1	1111111111111		2		0.0760691		53444
1	1111111111111		1		0.0209056		60536
0	11111111111101		11		0		34334
1	11111111111101		3		0.166254		49940
1	11111111111101		2		0.113567		51581
1	11111111111101		1		0.0459925		60979
0	111111111100111		10		0		34334
1	111111111100111		2		0.107342		51355
1	111111111100111		1		0.0604151		60244
0	11111111111111		11		0		34334
1	11111111111111		3		0.18568		49386
1	11111111111111		2		0.129991		50793
1	11111111111111		1		0.0760692		53415
0	111111111111101		10		0		34334
1	111111111111101		2		0.166254		49930
1	111111111111101		1		0.0976525		53328
0	1111111111100111		9		0		34334
1	1111111111100111		2		0.156026		50096
1	1111111111100111		1		0.107342		52801
