errors	shape		t		lossrate	PM

0	1111111111		48		0		28118
1	1111111111		39		0		45771
2	1111111111		32		0.195653		48636
2	1111111111		31		0.157346		48873
2	1111111111		30		0.123935		49073
2	1111111111		29		0		49674
3	1111111111		27		0.18928		49797
3	1111111111		26		0.142333		49851
3	1111111111		25		0.105354		49877
3	1111111111		24		0.0756472		49902
3	1111111111		23		0.0525615		49929
3	1111111111		22		0.0356207		49944
3	1111111111		21		0.0231179		49961
3	1111111111		20		0.0137359		49975
3	1111111111		19		0		49988
4	1111111111		22		0.165532		49944
4	1111111111		21		0.129074		49961
4	1111111111		20		0.0982074		49975
4	1111111111		19		0.0724558		49988
4	1111111111		18		0.0490742		49990
4	1111111111		17		0.0327364		49993
4	1111111111		16		0.021217		49997
4	1111111111		15		0.0132415		49998
4	1111111111		14		0.00776553		50000
4	1111111111		13		0.00421017		50000
4	1111111111		12		0.00210017		50000
4	1111111111		11		0.00090462		50002
4	1111111111		10		0.000289381		50002
4	1111111111		9		0		50029
5	1111111111		19		0.19621		49988
5	1111111111		18		0.157037		49990
5	1111111111		17		0.122318		49993
5	1111111111		16		0.0925549		49997
5	1111111111		15		0.0680602		49998
5	1111111111		14		0.0482063		50000
5	1111111111		13		0.0328295		50000
5	1111111111		12		0.0216453		50000
5	1111111111		11		0.0137199		50002
5	1111111111		10		0.0082494		50002
5	1111111111		9		0.00465453		50029
5	1111111111		8		0.00244415		50116
5	1111111111		7		0.0012114		50344
5	1111111111		6		0.000546277		51711
5	1111111111		5		0.000219345		57187
5	1111111111		4		7.53403e-05		77080
5	1111111111		3		1.90735e-05		158029
5	1111111111		2		3.8147e-06		484845
5	1111111111		1		0		1814356
6	1111111111		15		0.162933		49998
6	1111111111		14		0.127101		50000
6	1111111111		13		0.0961341		50000
6	1111111111		12		0.0708104		50000
6	1111111111		11		0.0506648		50002
6	1111111111		10		0.0349708		50002
6	1111111111		9		0.023178		50029
6	1111111111		8		0.0146817		50116
6	1111111111		7		0.00880349		50344
6	1111111111		6		0.00494117		51711
6	1111111111		5		0.00256687		57187
6	1111111111		4		0.00119328		77080
6	1111111111		3		0.000474811		158029
6	1111111111		2		0.00015831		484845
6	1111111111		1		3.24249e-05		1814356
0	111001001010011101		40		0		28118
1	111001001010011101		31		0		47013
2	111001001010011101		27		0.159727		48786
2	111001001010011101		26		0.112862		49073
2	111001001010011101		25		0.0607883		49389
2	111001001010011101		24		0.0283821		49606
2	111001001010011101		23		0.01309		49726
2	111001001010011101		22		0.00392401		49820
2	111001001010011101		21		0		49890
3	111001001010011101		23		0.190506		49726
3	111001001010011101		22		0.135631		49820
3	111001001010011101		21		0.0881653		49890
3	111001001010011101		20		0.0521417		49920
3	111001001010011101		19		0.0263667		49948
3	111001001010011101		18		0.0118855		49972
3	111001001010011101		17		0.00473046		49978
3	111001001010011101		16		0.00135899		49988
3	111001001010011101		15		0.000180244		49994
3	111001001010011101		14		1.23978e-05		49995
3	111001001010011101		13		0		49997
4	111001001010011101		19		0.1722		49948
4	111001001010011101		18		0.118911		49972
4	111001001010011101		17		0.0764838		49978
4	111001001010011101		16		0.0446615		49988
4	111001001010011101		15		0.0233969		49994
4	111001001010011101		14		0.0104644		49995
4	111001001010011101		13		0.00386584		49997
4	111001001010011101		12		0.00121331		49997
4	111001001010011101		11		0.000312269		49999
4	111001001010011101		10		5.14984e-05		49999
4	111001001010011101		9		4.76837e-07		50000
4	111001001010011101		8		0		50000
5	111001001010011101		16		0.175807		49988
5	111001001010011101		15		0.121857		49994
5	111001001010011101		14		0.0783675		49995
5	111001001010011101		13		0.0455367		49997
5	111001001010011101		12		0.0233476		49997
5	111001001010011101		11		0.0104233		49999
5	111001001010011101		10		0.00400501		49999
5	111001001010011101		9		0.00127137		50000
5	111001001010011101		8		0.000310838		50000
5	111001001010011101		7		4.673e-05		50000
5	111001001010011101		6		5.72205e-06		50000
5	111001001010011101		5		0		50000
6	111001001010011101		13		0.151932		49997
6	111001001010011101		12		0.0999669		49997
6	111001001010011101		11		0.0598063		49999
6	111001001010011101		10		0.032048		49999
6	111001001010011101		9		0.0149776		50000
6	111001001010011101		8		0.0058887		50000
6	111001001010011101		7		0.00189221		50000
6	111001001010011101		6		0.000463367		50000
6	111001001010011101		5		7.9155e-05		50000
6	111001001010011101		4		4.76837e-06		50001
6	111001001010011101		3		9.53674e-07		50082
