errors	shape		t		lossrate	PM

0	1111111111		53		0		19367
1	1111111111		44		0		42349
2	1111111111		35		0.132222		52923
2	1111111111		34		0		54102
3	1111111111		30		0.187844		58125
3	1111111111		29		0.14267		58328
3	1111111111		28		0.104983		58511
3	1111111111		27		0.0740961		58659
3	1111111111		26		0.0468286		58791
3	1111111111		25		0.0188223		58903
3	1111111111		24		0		59006
4	1111111111		24		0.159072		62143
4	1111111111		23		0.115021		62194
4	1111111111		22		0.0811053		62256
4	1111111111		21		0.0557925		62297
4	1111111111		20		0.0370452		62331
4	1111111111		19		0.0234197		62377
4	1111111111		18		0.0137806		62418
4	1111111111		17		0.00731403		62456
4	1111111111		16		0.00317115		62489
4	1111111111		15		0.000817895		62530
4	1111111111		14		0		62567
5	1111111111		20		0.175858		65430
5	1111111111		19		0.134978		65471
5	1111111111		18		0.100435		65505
5	1111111111		17		0.0723023		65540
5	1111111111		16		0.0502641		65582
5	1111111111		15		0.0334681		65629
5	1111111111		14		0.0210807		65663
5	1111111111		13		0.0125722		65694
5	1111111111		12		0.00713837		65735
5	1111111111		11		0.0038169		65778
5	1111111111		10		0.00189078		65807
5	1111111111		9		0.000832677		65870
5	1111111111		8		0.000311792		66041
5	1111111111		7		9.63211e-05		66433
5	1111111111		6		2.00272e-05		68376
5	1111111111		5		1.90735e-06		76064
5	1111111111		4		0		105099
6	1111111111		16		0.163584		68644
6	1111111111		15		0.125401		68682
6	1111111111		14		0.0931492		68721
6	1111111111		13		0.0668996		68757
6	1111111111		12		0.04629		68799
6	1111111111		11		0.0306817		68840
6	1111111111		10		0.0194511		68866
6	1111111111		9		0.0116513		68925
6	1111111111		8		0.00656253		69101
6	1111111111		7		0.00343114		69510
6	1111111111		6		0.00165039		71555
6	1111111111		5		0.000708342		79649
6	1111111111		4		0.000261247		109992
6	1111111111		3		8.01086e-05		232786
6	1111111111		2		2.09808e-05		728523
6	1111111111		1		2.86102e-06		2740683
7	1111111111		13		0.168541		71858
7	1111111111		12		0.129133		71897
7	1111111111		11		0.0958151		71942
7	1111111111		10		0.0685453		71968
7	1111111111		9		0.0470319		72035
7	1111111111		8		0.0307908		72229
7	1111111111		7		0.0190668		72665
7	1111111111		6		0.0110686		74821
7	1111111111		5		0.00589156		83290
7	1111111111		4		0.00285596		114985
7	1111111111		3		0.00119233		243450
7	1111111111		2		0.000401437		761647
7	1111111111		1		9.34601e-05		2865576
0	11111111101		52		0		19366
1	11111111101		43		0.115439		41660
1	11111111101		42		0		43713
2	11111111101		34		0.196358		52738
2	11111111101		33		0.0706198		53927
2	11111111101		32		0.00782001		54424
2	11111111101		31		0		54717
3	11111111101		29		0.196651		58158
3	11111111101		28		0.151712		58353
3	11111111101		27		0.114273		58522
