0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65625	0.97102	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4499	0.6364	0.92827	0.97102	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30493	0.43806	0.60901	0.86232	0.92827	0.97102	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1814	0.293	0.41508	0.56948	0.79784	0.86232	0.92827	0.97102	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0.10664	0.17391	0.27463	0.38488	0.52588	0.72871	0.79784	0.86232	0.92827	0.97102	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0.055083	0.10045	0.16025	0.24943	0.3505	0.47665	0.65959	0.72871	0.79784	0.86232	0.92827	0.97102	1	1	1	1	1	1	1	1
0	0	0	0	0	0.022656	0.05019	0.089535	0.14196	0.21987	0.3103	0.42591	0.58715	0.65959	0.72871	0.79784	0.86232	0.92827	0.97102	1	1	1	1	1	1	1	1	1
0	0	0.0043838	0.018026	0.040929	0.074327	0.11986	0.18678	0.26676	0.36969	0.51554	0.58715	0.65959	0.72871	0.79784	0.86232	0.92827	0.97102	1	1	1	1	1	1	1	1	1	1
0	0.009013	0.027285	0.055558	0.09433	0.15119	0.22096	0.31151	0.43921	0.51554	0.58715	0.65959	0.72871	0.79784	0.86232	0.92827	0.97102	1	1	1	1	1	1	1	1	1	1	1
0	0.032161	0.065559	0.11269	0.17333	0.25181	0.36186	0.43921	0.51554	0.58715	0.65959	0.72871	0.79784	0.86232	0.92827	0.97102	1	1	1	1	1	1	1	1	1	1	1	1
0	0.071679	0.12344	0.19126	0.28425	0.36186	0.43921	0.51554	0.58715	0.65959	0.72871	0.79784	0.86232	0.92827	0.97102	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.12919	0.20703	0.28425	0.36186	0.43921	0.51554	0.58715	0.65959	0.72871	0.79784	0.86232	0.92827	0.97102	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.20703	0.28425	0.36186	0.43921	0.51554	0.58715	0.65959	0.72871	0.79784	0.86232	0.92827	0.97102	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
