0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25714	0.71494	0.95423	0.99776	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0.048361	0.16394	0.41361	0.64451	0.85717	0.94525	0.99044	0.99776	1	1	1	1	1	1
0	0	0	0	0.0031214	0.019541	0.067547	0.18071	0.33453	0.52263	0.71369	0.83637	0.9245	0.9749	0.99044	0.99776	1	1	1	1	1	1	1
0	0.0013525	0.010664	0.042627	0.11062	0.22015	0.36745	0.53517	0.67784	0.79809	0.8896	0.94823	0.9749	0.99044	0.99776	1	1	1	1	1	1	1	1
0	0.029695	0.093705	0.19716	0.3335	0.47812	0.61816	0.74118	0.8387	0.90801	0.94823	0.9749	0.99044	0.99776	1	1	1	1	1	1	1	1	1
0	0.12289	0.24881	0.39036	0.53218	0.66219	0.77063	0.85239	0.90801	0.94823	0.9749	0.99044	0.99776	1	1	1	1	1	1	1	1	1	1
0	0.2676	0.41703	0.55808	0.68139	0.78012	0.85239	0.90801	0.94823	0.9749	0.99044	0.99776	1	1	1	1	1	1	1	1	1	1	1
0	0.42558	0.56754	0.68699	0.78012	0.85239	0.90801	0.94823	0.9749	0.99044	0.99776	1	1	1	1	1	1	1	1	1	1	1	1
0	0.5694	0.68699	0.78012	0.85239	0.90801	0.94823	0.9749	0.99044	0.99776	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.68699	0.78012	0.85239	0.90801	0.94823	0.9749	0.99044	0.99776	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.78012	0.85239	0.90801	0.94823	0.9749	0.99044	0.99776	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.85239	0.90801	0.94823	0.9749	0.99044	0.99776	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.90801	0.94823	0.9749	0.99044	0.99776	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
