0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47137	0.89349	0.99221	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22209	0.42026	0.73437	0.87873	0.97382	0.99221	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0.081041	0.1864	0.33619	0.57311	0.71531	0.85161	0.94481	0.97382	0.99221	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0.024499	0.064905	0.1392	0.24944	0.42005	0.55076	0.68479	0.81314	0.90689	0.94481	0.97382	0.99221	1	1	1	1	1	1	1
0	0	0	0	0.0036826	0.015664	0.041356	0.091009	0.16689	0.28696	0.39548	0.5161	0.6418	0.76608	0.85909	0.90689	0.94481	0.97382	0.99221	1	1	1	1	1	1	1	1
0	0.00072258	0.0052317	0.01811	0.046177	0.095418	0.17422	0.26078	0.35954	0.47071	0.58861	0.70769	0.80393	0.85909	0.90689	0.94481	0.97382	0.99221	1	1	1	1	1	1	1	1	1
0	0.010967	0.035579	0.08178	0.14519	0.2238	0.31365	0.41582	0.52628	0.6403	0.738	0.80393	0.85909	0.90689	0.94481	0.97382	0.99221	1	1	1	1	1	1	1	1	1	1
0	0.047683	0.10331	0.17482	0.25874	0.35275	0.45594	0.56487	0.66354	0.738	0.80393	0.85909	0.90689	0.94481	0.97382	0.99221	1	1	1	1	1	1	1	1	1	1	1
0	0.11314	0.19215	0.28191	0.37862	0.48238	0.58153	0.66354	0.738	0.80393	0.85909	0.90689	0.94481	0.97382	0.99221	1	1	1	1	1	1	1	1	1	1	1	1
0	0.19982	0.29468	0.39393	0.493	0.58153	0.66354	0.738	0.80393	0.85909	0.90689	0.94481	0.97382	0.99221	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.29974	0.39903	0.493	0.58153	0.66354	0.738	0.80393	0.85909	0.90689	0.94481	0.97382	0.99221	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.39903	0.493	0.58153	0.66354	0.738	0.80393	0.85909	0.90689	0.94481	0.97382	0.99221	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.493	0.58153	0.66354	0.738	0.80393	0.85909	0.90689	0.94481	0.97382	0.99221	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
