0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86173	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75324	0.86173	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64972	0.75324	0.86173	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55613	0.64972	0.75324	0.86173	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0.46254	0.55613	0.64972	0.75324	0.86173	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0.37391	0.46254	0.55613	0.64972	0.75324	0.86173	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0.29023	0.37391	0.46254	0.55613	0.64972	0.75324	0.86173	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0.21149	0.29023	0.37391	0.46254	0.55613	0.64972	0.75324	0.86173	1	1	1	1	1	1	1	1	1
0	0	0	0	0.1377	0.21149	0.29023	0.37391	0.46254	0.55613	0.64972	0.75324	0.86173	1	1	1	1	1	1	1	1	1	1
0	0	0.068852	0.1377	0.21149	0.29023	0.37391	0.46254	0.55613	0.64972	0.75324	0.86173	1	1	1	1	1	1	1	1	1	1	1
0	0.068852	0.1377	0.21149	0.29023	0.37391	0.46254	0.55613	0.64972	0.75324	0.86173	1	1	1	1	1	1	1	1	1	1	1	1
0	0.1377	0.21149	0.29023	0.37391	0.46254	0.55613	0.64972	0.75324	0.86173	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.21149	0.29023	0.37391	0.46254	0.55613	0.64972	0.75324	0.86173	1	1	1	1	1	1	1	1	1	1	1	1	1	1
