0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2749	0.72097	0.95402	0.99701	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07133	0.19224	0.45848	0.66245	0.85981	0.94453	0.98825	0.99701	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0.013703	0.04525	0.11208	0.24667	0.39828	0.56488	0.73636	0.84297	0.92578	0.97215	0.98825	0.99701	1	1	1	1	1	1	1
0	0	0	0	0.00079356	0.0051511	0.017895	0.047109	0.10926	0.19596	0.31236	0.44838	0.59433	0.71124	0.81512	0.89712	0.94848	0.97215	0.98825	0.99701	1	1	1	1	1	1	1	1
0	0.0003522	0.0027238	0.010798	0.03128	0.070195	0.13187	0.21973	0.32627	0.44876	0.56173	0.67325	0.77507	0.85979	0.91583	0.94848	0.97215	0.98825	0.99701	1	1	1	1	1	1	1	1	1
0	0.0079913	0.028082	0.065907	0.12594	0.20774	0.30628	0.4092	0.51588	0.62311	0.72379	0.81111	0.87512	0.91583	0.94848	0.97215	0.98825	0.99701	1	1	1	1	1	1	1	1	1	1
0	0.040611	0.094394	0.16948	0.25832	0.35637	0.45779	0.56159	0.6617	0.75197	0.82334	0.87512	0.91583	0.94848	0.97215	0.98825	0.99701	1	1	1	1	1	1	1	1	1	1	1
0	0.10847	0.19293	0.288	0.38819	0.48933	0.58932	0.68266	0.76132	0.82334	0.87512	0.91583	0.94848	0.97215	0.98825	0.99701	1	1	1	1	1	1	1	1	1	1	1	1
0	0.20279	0.30376	0.40682	0.50717	0.60367	0.68936	0.76132	0.82334	0.87512	0.91583	0.94848	0.97215	0.98825	0.99701	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.30992	0.41559	0.51546	0.60794	0.68936	0.76132	0.82334	0.87512	0.91583	0.94848	0.97215	0.98825	0.99701	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.41832	0.5175	0.60794	0.68936	0.76132	0.82334	0.87512	0.91583	0.94848	0.97215	0.98825	0.99701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.5175	0.60794	0.68936	0.76132	0.82334	0.87512	0.91583	0.94848	0.97215	0.98825	0.99701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.60794	0.68936	0.76132	0.82334	0.87512	0.91583	0.94848	0.97215	0.98825	0.99701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
