0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14623	0.51125	0.8377	0.97334	0.99822	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019417	0.073707	0.2117	0.38747	0.61654	0.7829	0.90792	0.96655	0.99276	0.99822	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0.0016279	0.0078268	0.025142	0.069538	0.14462	0.2545	0.39864	0.54437	0.69552	0.81509	0.89268	0.94951	0.98239	0.99276	0.99822	1	1	1	1	1	1	1	1
0	0	0	2.264e-05	0.00025075	0.0014023	0.0052353	0.015695	0.037806	0.077179	0.14217	0.23058	0.33319	0.45397	0.57993	0.70285	0.7923	0.86766	0.92617	0.96214	0.98239	0.99276	0.99822	1	1	1	1	1	1	1	1	1
0	0.00013552	0.0010105	0.0041803	0.012363	0.029486	0.060123	0.10987	0.1741	0.25562	0.35272	0.46049	0.56929	0.67283	0.75916	0.83498	0.89483	0.93637	0.96214	0.98239	0.99276	0.99822	1	1	1	1	1	1	1	1	1	1
0	0.0034405	0.01286	0.032095	0.064951	0.11262	0.1748	0.25185	0.34019	0.43645	0.53235	0.63138	0.71827	0.79373	0.85722	0.90313	0.93637	0.96214	0.98239	0.99276	0.99822	1	1	1	1	1	1	1	1	1	1	1
0	0.020635	0.050822	0.095584	0.15439	0.22624	0.3067	0.39392	0.48523	0.58049	0.66719	0.74615	0.81178	0.86402	0.90313	0.93637	0.96214	0.98239	0.99276	0.99822	1	1	1	1	1	1	1	1	1	1	1	1
0	0.061217	0.11605	0.18337	0.25934	0.34149	0.42889	0.52098	0.6078	0.68899	0.76065	0.81728	0.86402	0.90313	0.93637	0.96214	0.98239	0.99276	0.99822	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.12547	0.1993	0.2799	0.36405	0.45347	0.54063	0.62408	0.70017	0.76501	0.81728	0.86402	0.90313	0.93637	0.96214	0.98239	0.99276	0.99822	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.2061	0.29106	0.37834	0.46609	0.55183	0.63217	0.70347	0.76501	0.81728	0.86402	0.90313	0.93637	0.96214	0.98239	0.99276	0.99822	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.29579	0.38444	0.47257	0.55705	0.63445	0.70347	0.76501	0.81728	0.86402	0.90313	0.93637	0.96214	0.98239	0.99276	0.99822	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.38653	0.47511	0.55839	0.63445	0.70347	0.76501	0.81728	0.86402	0.90313	0.93637	0.96214	0.98239	0.99276	0.99822	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.47556	0.55839	0.63445	0.70347	0.76501	0.81728	0.86402	0.90313	0.93637	0.96214	0.98239	0.99276	0.99822	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
