0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6627	0.96744	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4364	0.6412	0.91581	0.96744	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28905	0.42205	0.60811	0.85217	0.91581	0.96744	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18655	0.28045	0.40139	0.56378	0.78533	0.85217	0.91581	0.96744	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11983	0.18054	0.26234	0.37592	0.52186	0.71097	0.78533	0.85217	0.91581	0.96744	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0.071097	0.11513	0.16964	0.24332	0.33871	0.47779	0.64628	0.71097	0.78533	0.85217	0.91581	0.96744	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0.040501	0.068044	0.10731	0.15654	0.22176	0.30722	0.42123	0.58388	0.64628	0.71097	0.78533	0.85217	0.91581	0.96744	1	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0.020123	0.037891	0.062255	0.097469	0.14113	0.19969	0.2746	0.3761	0.50704	0.58388	0.64628	0.71097	0.78533	0.85217	0.91581	0.96744	1	1	1	1	1	1	1	1	1	1
0	0	0	0	0.0062297	0.017288	0.032422	0.053602	0.084333	0.12381	0.17515	0.24219	0.33019	0.44614	0.50704	0.58388	0.64628	0.71097	0.78533	0.85217	0.91581	0.96744	1	1	1	1	1	1	1	1	1	1	1
0	0.00062995	0.0043395	0.012685	0.02514	0.043181	0.069534	0.1041	0.15044	0.20883	0.28715	0.387	0.44614	0.50704	0.58388	0.64628	0.71097	0.78533	0.85217	0.91581	0.96744	1	1	1	1	1	1	1	1	1	1	1	1
0	0.0064441	0.016467	0.031287	0.053375	0.083149	0.12345	0.17621	0.24384	0.33248	0.387	0.44614	0.50704	0.58388	0.64628	0.71097	0.78533	0.85217	0.91581	0.96744	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.018466	0.036207	0.061332	0.095784	0.14154	0.2024	0.27854	0.33248	0.387	0.44614	0.50704	0.58388	0.64628	0.71097	0.78533	0.85217	0.91581	0.96744	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.038805	0.067598	0.10658	0.15893	0.22743	0.27854	0.33248	0.387	0.44614	0.50704	0.58388	0.64628	0.71097	0.78533	0.85217	0.91581	0.96744	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
