0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28827	0.72416	0.9507	0.99722	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070558	0.20345	0.45546	0.65917	0.8617	0.94123	0.98772	0.99722	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0.014205	0.045837	0.11428	0.25621	0.39769	0.56518	0.73479	0.84459	0.92179	0.97101	0.98772	0.99722	1	1	1	1	1	1	1
0	0	0	0	0	0.0013851	0.0068334	0.02105	0.05332	0.11812	0.20706	0.31863	0.45226	0.59743	0.71161	0.81595	0.89367	0.94604	0.97101	0.98772	0.99722	1	1	1	1	1	1	1	1
0	8.932e-05	0.00098702	0.0046839	0.015058	0.03921	0.081036	0.1459	0.23013	0.33601	0.45535	0.56651	0.67534	0.77802	0.85603	0.91365	0.94604	0.97101	0.98772	0.99722	1	1	1	1	1	1	1	1	1
0	0.0038971	0.01556	0.040059	0.082189	0.1438	0.22392	0.32003	0.41904	0.52364	0.62806	0.72877	0.81078	0.87246	0.91365	0.94604	0.97101	0.98772	0.99722	1	1	1	1	1	1	1	1	1	1
0	0.024731	0.062582	0.11927	0.19327	0.27869	0.37097	0.46989	0.57062	0.6698	0.75484	0.82414	0.87246	0.91365	0.94604	0.97101	0.98772	0.99722	1	1	1	1	1	1	1	1	1	1	1
0	0.075147	0.14254	0.22316	0.31212	0.40615	0.50374	0.60173	0.68976	0.76536	0.82414	0.87246	0.91365	0.94604	0.97101	0.98772	0.99722	1	1	1	1	1	1	1	1	1	1	1	1
0	0.15243	0.23971	0.33295	0.42799	0.52511	0.61608	0.69761	0.76536	0.82414	0.87246	0.91365	0.94604	0.97101	0.98772	0.99722	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.24662	0.34375	0.4404	0.53429	0.62145	0.69761	0.76536	0.82414	0.87246	0.91365	0.94604	0.97101	0.98772	0.99722	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.34784	0.44482	0.53738	0.62145	0.69761	0.76536	0.82414	0.87246	0.91365	0.94604	0.97101	0.98772	0.99722	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.44582	0.53738	0.62145	0.69761	0.76536	0.82414	0.87246	0.91365	0.94604	0.97101	0.98772	0.99722	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.53738	0.62145	0.69761	0.76536	0.82414	0.87246	0.91365	0.94604	0.97101	0.98772	0.99722	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
