0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15629	0.53029	0.85238	0.97848	0.9987	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0.016887	0.073227	0.21445	0.40156	0.63676	0.80098	0.92222	0.97231	0.99419	0.9987	1	1	1	1	1	1	1
0	0	0	0	0	0	0.0008276	0.0052663	0.020263	0.063205	0.13769	0.25417	0.40845	0.56433	0.71019	0.83257	0.90835	0.95943	0.98481	0.99419	0.9987	1	1	1	1	1	1	1	1
0	2.1512e-05	0.00033312	0.0021508	0.0089218	0.026724	0.063018	0.12525	0.21824	0.33199	0.46124	0.59255	0.71306	0.80872	0.88525	0.93865	0.96959	0.98481	0.99419	0.9987	1	1	1	1	1	1	1	1	1
0	0.002752	0.012696	0.036046	0.079209	0.14545	0.23447	0.34242	0.45744	0.57348	0.67791	0.77244	0.85107	0.91004	0.94696	0.96959	0.98481	0.99419	0.9987	1	1	1	1	1	1	1	1	1	1
0	0.024127	0.065238	0.1286	0.21335	0.31388	0.42105	0.52684	0.62902	0.7239	0.80586	0.87101	0.91682	0.94696	0.96959	0.98481	0.99419	0.9987	1	1	1	1	1	1	1	1	1	1	1
0	0.082121	0.1617	0.25733	0.36048	0.46558	0.56682	0.66312	0.74933	0.82141	0.87641	0.91682	0.94696	0.96959	0.98481	0.99419	0.9987	1	1	1	1	1	1	1	1	1	1	1	1
0	0.17594	0.27961	0.38678	0.49165	0.59028	0.68136	0.76088	0.82554	0.87641	0.91682	0.94696	0.96959	0.98481	0.99419	0.9987	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.2883	0.39965	0.50545	0.60198	0.68925	0.76383	0.82554	0.87641	0.91682	0.94696	0.96959	0.98481	0.99419	0.9987	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.4042	0.5112	0.60653	0.69113	0.76383	0.82554	0.87641	0.91682	0.94696	0.96959	0.98481	0.99419	0.9987	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.51269	0.60743	0.69113	0.76383	0.82554	0.87641	0.91682	0.94696	0.96959	0.98481	0.99419	0.9987	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.60743	0.69113	0.76383	0.82554	0.87641	0.91682	0.94696	0.96959	0.98481	0.99419	0.9987	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.69113	0.76383	0.82554	0.87641	0.91682	0.94696	0.96959	0.98481	0.99419	0.9987	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
