0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45475	0.87818	0.99043	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21149	0.4036	0.71453	0.86369	0.97055	0.99043	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086306	0.17924	0.33079	0.5642	0.69673	0.83123	0.94151	0.97055	0.99043	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0.033163	0.07294	0.14173	0.24707	0.42856	0.54506	0.66739	0.79362	0.89469	0.94151	0.97055	0.99043	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0.0097632	0.026071	0.054452	0.1026	0.17807	0.29778	0.40819	0.51544	0.63017	0.74714	0.8456	0.89469	0.94151	0.97055	0.99043	1	1	1	1	1	1	1	1
0	0	0	0.00098351	0.0054103	0.015382	0.033582	0.065463	0.11571	0.19709	0.27722	0.37739	0.47852	0.58463	0.69594	0.78994	0.8456	0.89469	0.94151	0.97055	0.99043	1	1	1	1	1	1	1	1	1
0	0.001035	0.0052746	0.015173	0.033759	0.065553	0.11662	0.17673	0.24899	0.33949	0.43326	0.53479	0.63844	0.73132	0.78994	0.8456	0.89469	0.94151	0.97055	0.99043	1	1	1	1	1	1	1	1	1	1
0	0.0090028	0.02554	0.055076	0.096488	0.14942	0.21424	0.29557	0.38236	0.47742	0.57821	0.66718	0.73132	0.78994	0.8456	0.89469	0.94151	0.97055	0.99043	1	1	1	1	1	1	1	1	1	1	1
0	0.032772	0.068521	0.11602	0.1738	0.24645	0.32659	0.41546	0.51095	0.60108	0.66718	0.73132	0.78994	0.8456	0.89469	0.94151	0.97055	0.99043	1	1	1	1	1	1	1	1	1	1	1	1
0	0.074964	0.12814	0.19263	0.26648	0.34946	0.4398	0.52823	0.60108	0.66718	0.73132	0.78994	0.8456	0.89469	0.94151	0.97055	0.99043	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.13442	0.20237	0.27979	0.3652	0.45178	0.52823	0.60108	0.66718	0.73132	0.78994	0.8456	0.89469	0.94151	0.97055	0.99043	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.20665	0.28744	0.37224	0.45178	0.52823	0.60108	0.66718	0.73132	0.78994	0.8456	0.89469	0.94151	0.97055	0.99043	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.28977	0.37224	0.45178	0.52823	0.60108	0.66718	0.73132	0.78994	0.8456	0.89469	0.94151	0.97055	0.99043	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
