0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60062939	0.94442774	0.99785248	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34907589	0.5625263	0.85373324	0.93903146	0.99186759	0.99785248	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19435262	0.32389177	0.50192191	0.74376816	0.84480996	0.92757956	0.98104384	0.99186759	0.99785248	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10343164	0.17824446	0.284498	0.4304642	0.62854593	0.73171933	0.82856838	0.90976003	0.96470568	0.98104384	0.99186759	0.99785248	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052868292	0.093875149	0.15401403	0.23925147	0.35673138	0.51629742	0.61442149	0.71273234	0.80564908	0.88544417	0.94246774	0.96470568	0.98104384	0.99186759	0.99785248	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025773138	0.04733666	0.07967639	0.12696254	0.19380913	0.28650304	0.41300097	0.50110209	0.59363911	0.68731881	0.77711574	0.85528911	0.91411507	0.94246774	0.96470568	0.98104384	0.99186759	0.99785248	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011832476	0.022737816	0.039369744	0.064191663	0.10046628	0.15186492	0.22297005	0.32117924	0.39797793	0.4805343	0.56758248	0.65652992	0.74316089	0.8203859	0.88032666	0.91411507	0.94246774	0.96470568	0.98104384	0.99186759	0.99785248	1	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049465299	0.010187916	0.01845922	0.030953955	0.049448444	0.07650388	0.11517011	0.16894462	0.24288165	0.30624129	0.37785249	0.45580483	0.53762689	0.62173247	0.70480048	0.78074493	0.84223428	0.88032666	0.91411507	0.94246774	0.96470568	0.98104384	0.99186759	0.99785248	1	1	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0.0018126379	0.0041195268	0.0079361446	0.013956404	0.023114394	0.036617675	0.056334535	0.084487871	0.12412573	0.17931528	0.22950585	0.28785656	0.35407168	0.42701297	0.50480276	0.58424032	0.66340249	0.73735863	0.79976433	0.84223428	0.88032666	0.91411507	0.94246774	0.96470568	0.98104384	0.99186759	0.99785248	1	1	1	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0.00051367898	0.001407888	0.003014105	0.005683545	0.0098926645	0.016350303	0.025987909	0.03999279	0.060150646	0.088662571	0.12847331	0.16739918	0.21356791	0.26719275	0.32812803	0.39565761	0.46876875	0.54490211	0.62020027	0.69156158	0.75386158	0.79976433	0.84223428	0.88032666	0.91411507	0.94246774	0.96470568	0.98104384	0.99186759	0.99785248	1	1	1	1	1	1	1	1	1	1	1	1
0	0	0	0	7.7203734e-05	0.0003246538	0.00087316122	0.001908298	0.0036682682	0.0065042324	0.010896325	0.017501507	0.027265552	0.041267363	0.06120291	0.089473314	0.11877588	0.15386366	0.19565114	0.24498769	0.3009859	0.36318296	0.4310311	0.50299701	0.57589157	0.64453053	0.7058488	0.75386158	0.79976433	0.84223428	0.88032666	0.91411507	0.94246774	0.96470568	0.98104384	0.99186759	0.99785248	1	1	1	1	1	1	1	1	1	1	1	1	1
0	1.5033343e-05	0.00010846486	0.00037342995	0.00094338557	0.0020107509	0.0037939318	0.0066180364	0.010992686	0.017559057	0.027083934	0.040657823	0.060016742	0.081332321	0.10771726	0.13955227	0.17705643	0.22158821	0.27318344	0.33042138	0.39303236	0.4600675	0.52949583	0.59688557	0.6568891	0.7058488	0.75386158	0.79976433	0.84223428	0.88032666	0.91411507	0.94246774	0.96470568	0.98104384	0.99186759	0.99785248	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.00022532633	0.00072539173	0.0017014208	0.0033949344	0.0060869629	0.010230177	0.016504665	0.025616456	0.038472218	0.053505138	0.072438676	0.095880912	0.1244819	0.15848904	0.19833043	0.24485097	0.29773217	0.35548749	0.41754661	0.48257046	0.54746439	0.60755922	0.6568891	0.7058488	0.75386158	0.79976433	0.84223428	0.88032666	0.91411507	0.94246774	0.96470568	0.98104384	0.99186759	0.99785248	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
